-13.0	7	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	9695.785161632304000	0.000000000000000	8749.068552599254000	0.000000000000000	13730.931510975160000	0.000000000000000	11990.907787775034000	0.000000000000000	12167.172690063170000	0.000000000000000	14822.435088938764000	0.000000000000000	17650.724621630290000	0.000000000000000	19829.373948363910000	0.000000000000000	25139.781306497340000	0.000000000000000	23927.759984675180000	0.000000000000000	24116.153360644920000	0.000000000000000	23357.692226374680000	0.000000000000000	18105.398613201550000	0.000000000000000	14543.296352431086000	0.000000000000000	15817.688426588008000	0.000000000000000	14914.775427186846000	0.000000000000000	16857.279147132450000	0.000000000000000	14288.536274027282000	0.000000000000000	13131.727917952434000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-13.5	6	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	11298.605411680586000	0.000000000000000	11198.811896831294000	0.000000000000000	11253.184932999836000	0.000000000000000	12943.620836014536000	0.000000000000000	13547.878896503430000	0.000000000000000	14353.612114178198000	0.000000000000000	17247.666812330510000	0.000000000000000	22055.727067705960000	0.000000000000000	22705.831727649840000	0.000000000000000	23658.393824480500000	0.000000000000000	20513.051563591350000	0.000000000000000	17032.489015308750000	0.000000000000000	15102.548999221274000	0.000000000000000	15211.560894048106000	0.000000000000000	14768.534459042182000	0.000000000000000	12654.668024053212000	0.000000000000000	12193.158859886032000	0.000000000000000	11411.527249456064000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-14.0	5	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	9571.774425814238000	0.000000000000000	10914.512763197472000	0.000000000000000	11844.158093631664000	0.000000000000000	11580.852664010000000	0.000000000000000	12277.428139717476000	0.000000000000000	12098.505658817382000	0.000000000000000	20116.372871038490000	0.000000000000000	21852.598499372200000	0.000000000000000	21618.442228970190000	0.000000000000000	21222.834172849480000	0.000000000000000	17199.571490830580000	0.000000000000000	12778.916860316576000	0.000000000000000	13273.269871887426000	0.000000000000000	12007.082091212438000	0.000000000000000	12993.562347788292000	0.000000000000000	12632.539302678154000	0.000000000000000	11472.524546891520000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-14.5	4	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	8471.965792372942000	0.000000000000000	9843.272393687916000	0.000000000000000	11293.150740071822000	0.000000000000000	10808.890611664422000	0.000000000000000	11069.433292699402000	0.000000000000000	13450.682615332026000	0.000000000000000	19417.463108850030000	0.000000000000000	19323.881933489260000	0.000000000000000	18780.717176078240000	0.000000000000000	19394.384372212490000	0.000000000000000	14467.967638380404000	0.000000000000000	12467.898246837488000	0.000000000000000	12133.273933018344000	0.000000000000000	11089.041443307116000	0.000000000000000	11003.725088070430000	0.000000000000000	10140.851278563554000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-15.0	3	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	8571.855572043198000	0.000000000000000	9248.343421896348000	0.000000000000000	9902.913064173488000	0.000000000000000	9941.648788206840000	0.000000000000000	10497.422399434110000	0.000000000000000	16464.120198847650000	0.000000000000000	17212.585710400140000	0.000000000000000	16660.064508516460000	0.000000000000000	18614.677665830290000	0.000000000000000	13610.794085124238000	0.000000000000000	13669.281612031140000	0.000000000000000	11379.144275272902000	0.000000000000000	11564.695317919518000	0.000000000000000	12739.577406948750000	0.000000000000000	11797.904327745894000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-15.5	2	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	8018.122083985210000	0.000000000000000	9399.579955187824000	0.000000000000000	8505.925165767342000	0.000000000000000	8795.153616604486000	0.000000000000000	10723.084905650134000	0.000000000000000	17371.343166236010000	0.000000000000000	16773.651997584510000	0.000000000000000	16658.294086845580000	0.000000000000000	17241.700129630560000	0.000000000000000	12149.197483089130000	0.000000000000000	9709.821591867506000	0.000000000000000	10264.206159567376000	0.000000000000000	10352.289765405044000	0.000000000000000	8773.916269018238000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-16.0	1	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	5581.701570233798000	0.000000000000000	5536.069696469042000	0.000000000000000	8915.800920533902000	0.000000000000000	13385.559331532042000	0.000000000000000	12604.107283657552000	0.000000000000000	14706.417811215486000	0.000000000000000	16122.329759288960000	0.000000000000000	15981.059403974182000	0.000000000000000	13298.310987976300000	0.000000000000000	9454.971995698710000	0.000000000000000	8742.155429146298000	0.000000000000000	9493.525290955512000	0.000000000000000	9465.566872549892000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
	COL	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53
	Xcm	-13.0	-12.5	-12.0	-11.5	-11.0	-10.5	-10.0	-9.5	-9.0	-8.5	-8.0	-7.5	-7.0	-6.5	-6.0	-5.5	-5.0	-4.5	-4.0	-3.5	-3.0	-2.5	-2.0	-1.5	-1.0	-0.5	0.0	0.5	1.0	1.5	2.0	2.5	3.0	3.5	4.0	4.5	5.0	5.5	6.0	6.5	7.0	7.5	8.0	8.5	9.0	9.5	10.0	10.5	11.0	11.5	12.0	12.5	13.0

Dose Counts
Ycm	ROW	
16.0	65	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.155227401213672	0.000000000000000	0.200734429671154	0.000000000000000	0.146897036717924	0.000000000000000	0.216320226451536	0.000000000000000	0.268721025788101	0.000000000000000	0.278407644239595	0.000000000000000	0.277275545008892	0.000000000000000	0.330903537450899	0.000000000000000	0.294503369831160	0.000000000000000	0.186036060291068	0.000000000000000	0.187404089767336	0.000000000000000	0.211172120370293	0.000000000000000	0.204385690815002	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
15.5	64	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.223850005239900	0.000000000000000	0.193936268644728	0.000000000000000	0.189687239430423	0.000000000000000	0.265559359822109	0.000000000000000	0.274405073639863	0.000000000000000	0.409033071501913	0.000000000000000	0.426325273724306	0.000000000000000	0.428969239020327	0.000000000000000	0.426457632862091	0.000000000000000	0.284915770226996	0.000000000000000	0.291312902459917	0.000000000000000	0.242664137760820	0.000000000000000	0.277611047838227	0.000000000000000	0.241949047173259	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
15.0	63	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.247467903916566	0.000000000000000	0.219111680296812	0.000000000000000	0.215871032290870	0.000000000000000	0.317120395753442	0.000000000000000	0.265959101573826	0.000000000000000	0.383708809840324	0.000000000000000	0.481026833670497	0.000000000000000	0.454606436476369	0.000000000000000	0.478018191246135	0.000000000000000	0.389200691412168	0.000000000000000	0.324958787693531	0.000000000000000	0.293796362700714	0.000000000000000	0.257633537228374	0.000000000000000	0.289574021035785	0.000000000000000	0.241104723635025	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
14.5	62	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.251813189965173	0.000000000000000	0.281465718192196	0.000000000000000	0.293583605108750	0.000000000000000	0.282484314254988	0.000000000000000	0.309582013639007	0.000000000000000	0.355167366619809	0.000000000000000	0.498969331776150	0.000000000000000	0.505951089943811	0.000000000000000	0.441558371549723	0.000000000000000	0.461454376461371	0.000000000000000	0.363750212231548	0.000000000000000	0.334152713352788	0.000000000000000	0.326856829105698	0.000000000000000	0.313035798588705	0.000000000000000	0.276535423160029	0.000000000000000	0.261888920102070	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
14.0	61	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.246229989609129	0.000000000000000	0.330493418569792	0.000000000000000	0.304869053247870	0.000000000000000	0.287066904657765	0.000000000000000	0.294933044193795	0.000000000000000	0.332541161425252	0.000000000000000	0.438940628554233	0.000000000000000	0.520469535778364	0.000000000000000	0.552577902953348	0.000000000000000	0.507109307885380	0.000000000000000	0.478252940637958	0.000000000000000	0.397276491706295	0.000000000000000	0.316274466618004	0.000000000000000	0.323353264715267	0.000000000000000	0.359295787913460	0.000000000000000	0.356020047717793	0.000000000000000	0.280263285886582	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
13.5	60	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.281040862422446	0.000000000000000	0.335507674403380	0.000000000000000	0.341422973150945	0.000000000000000	0.341579919062686	0.000000000000000	0.330245308917933	0.000000000000000	0.384698253490191	0.000000000000000	0.426722503103043	0.000000000000000	0.554199641086817	0.000000000000000	0.597703904988693	0.000000000000000	0.554724075195318	0.000000000000000	0.543359580647659	0.000000000000000	0.420066436640340	0.000000000000000	0.390083140705987	0.000000000000000	0.363279579725019	0.000000000000000	0.370447372251129	0.000000000000000	0.355752240101582	0.000000000000000	0.323103942223144	0.000000000000000	0.283479573965505	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
13.0	59	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.285724449730961	0.000000000000000	0.295267527036232	0.000000000000000	0.346639055185105	0.000000000000000	0.265734552120111	0.000000000000000	0.383029146329829	0.000000000000000	0.399035159173185	0.000000000000000	0.470948277302201	0.000000000000000	0.540931110005921	0.000000000000000	0.579263847837131	0.000000000000000	0.666215193145154	0.000000000000000	0.605341008907523	0.000000000000000	0.588074997307957	0.000000000000000	0.449154197008851	0.000000000000000	0.428007751192290	0.000000000000000	0.419647944953089	0.000000000000000	0.386635261651057	0.000000000000000	0.324569129421054	0.000000000000000	0.365333784202211	0.000000000000000	0.246817967214518	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
12.5	58	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.334607629594308	0.000000000000000	0.335371339807781	0.000000000000000	0.349537676188655	0.000000000000000	0.387285710062697	0.000000000000000	0.401107050593399	0.000000000000000	0.413885605196346	0.000000000000000	0.549799931209043	0.000000000000000	0.485910840739025	0.000000000000000	0.690142700877013	0.000000000000000	0.653081661105261	0.000000000000000	0.668592379587103	0.000000000000000	0.670059130496255	0.000000000000000	0.530379224247217	0.000000000000000	0.480162042213295	0.000000000000000	0.498605183012430	0.000000000000000	0.501097384953359	0.000000000000000	0.415708335477351	0.000000000000000	0.422471378694323	0.000000000000000	0.343299351990491	0.000000000000000	0.333910081100159	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
12.0	57	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.265598841960515	0.000000000000000	0.378788315351221	0.000000000000000	0.377081365169741	0.000000000000000	0.413894264353522	0.000000000000000	0.463013768609379	0.000000000000000	0.476413302601674	0.000000000000000	0.549469451083246	0.000000000000000	0.566904290994820	0.000000000000000	0.675710648875002	0.000000000000000	0.720893878539083	0.000000000000000	0.797808888831131	0.000000000000000	0.767636334167287	0.000000000000000	0.714350667793494	0.000000000000000	0.587595532816621	0.000000000000000	0.527945188306780	0.000000000000000	0.515342476004958	0.000000000000000	0.464605168457838	0.000000000000000	0.393680650967821	0.000000000000000	0.373077747519837	0.000000000000000	0.333804929491707	0.000000000000000	0.352433045923719	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
11.5	56	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.365852606227554	0.000000000000000	0.363631688571076	0.000000000000000	0.418138961816769	0.000000000000000	0.450483931167254	0.000000000000000	0.517306049460441	0.000000000000000	0.515432089054022	0.000000000000000	0.573466339671638	0.000000000000000	0.688331369340240	0.000000000000000	0.692509807297048	0.000000000000000	0.867625383318170	0.000000000000000	0.890431601189376	0.000000000000000	0.905502500657409	0.000000000000000	0.870556322668923	0.000000000000000	0.689392064973078	0.000000000000000	0.634714426647118	0.000000000000000	0.667250779201455	0.000000000000000	0.566462602276542	0.000000000000000	0.550804234670354	0.000000000000000	0.550374062451402	0.000000000000000	0.427577675441362	0.000000000000000	0.423533039258182	0.000000000000000	0.373796896365183	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
11.0	55	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.394379948363682	0.000000000000000	0.394814990168882	0.000000000000000	0.447036002246745	0.000000000000000	0.471354336549863	0.000000000000000	0.541347327984292	0.000000000000000	0.527874870748301	0.000000000000000	0.634657157105326	0.000000000000000	0.738375231898663	0.000000000000000	0.753500574032873	0.000000000000000	0.920512509207242	0.000000000000000	0.978821060400283	0.000000000000000	0.929870264762493	0.000000000000000	1.034253544364179	0.000000000000000	0.957064954073644	0.000000000000000	0.754295956811914	0.000000000000000	0.718897886383988	0.000000000000000	0.638095573966492	0.000000000000000	0.589545159038186	0.000000000000000	0.567735480425172	0.000000000000000	0.471581241850879	0.000000000000000	0.391834005824536	0.000000000000000	0.438820431763672	0.000000000000000	0.407927745023335	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
10.5	54	0.000000000000000	0.000000000000000	0.000000000000000	0.382981157867061	0.000000000000000	0.436908221510912	0.000000000000000	0.463332570228375	0.000000000000000	0.489166805253837	0.000000000000000	0.610134041596279	0.000000000000000	0.606737290263530	0.000000000000000	0.724939929536503	0.000000000000000	0.724330107746790	0.000000000000000	0.846710729497472	0.000000000000000	0.926191484150776	0.000000000000000	1.143921836725078	0.000000000000000	1.107856432386355	0.000000000000000	1.148016763856303	0.000000000000000	1.131944707129905	0.000000000000000	0.929722352423347	0.000000000000000	0.920115268075340	0.000000000000000	0.816845936146030	0.000000000000000	0.757112079968404	0.000000000000000	0.656033459851389	0.000000000000000	0.609692923176158	0.000000000000000	0.524145487846242	0.000000000000000	0.475596352054413	0.000000000000000	0.406999171512042	0.000000000000000	0.358025349093748	0.000000000000000	0.000000000000000	0.000000000000000
10.0	53	0.000000000000000	0.000000000000000	0.391387644830258	0.000000000000000	0.486262184483901	0.000000000000000	0.507802194717958	0.000000000000000	0.538721467714953	0.000000000000000	0.655372695852303	0.000000000000000	0.715535528663363	0.000000000000000	0.790403778926962	0.000000000000000	0.868189970738211	0.000000000000000	0.961635721520463	0.000000000000000	1.059297992261562	0.000000000000000	1.171129170989098	0.000000000000000	1.296714078791247	0.000000000000000	1.293355162062048	0.000000000000000	1.289224384160161	0.000000000000000	1.237447175479599	0.000000000000000	1.046784224940210	0.000000000000000	0.946915887013633	0.000000000000000	0.901039493526856	0.000000000000000	0.820573366907629	0.000000000000000	0.713077391109463	0.000000000000000	0.606438417818098	0.000000000000000	0.512686160359946	0.000000000000000	0.512123710697253	0.000000000000000	0.424972357757981	0.000000000000000	0.403231078122830	0.000000000000000	0.000000000000000
9.5	52	0.000000000000000	0.389542229147474	0.000000000000000	0.421492540270003	0.000000000000000	0.535760610435775	0.000000000000000	0.565811295126473	0.000000000000000	0.672963015575907	0.000000000000000	0.789269482308520	0.000000000000000	0.872140020445018	0.000000000000000	0.964288422328250	0.000000000000000	1.076182855369408	0.000000000000000	1.148427404078835	0.000000000000000	1.289882234510114	0.000000000000000	1.470475892200414	0.000000000000000	1.523766788201779	0.000000000000000	1.512328170439660	0.000000000000000	1.457024377284491	0.000000000000000	1.276767557950631	0.000000000000000	1.145587018798285	0.000000000000000	1.107142846014975	0.000000000000000	1.019719796762510	0.000000000000000	0.869969597905218	0.000000000000000	0.778995374435404	0.000000000000000	0.683985687757815	0.000000000000000	0.581340686718785	0.000000000000000	0.508908279350737	0.000000000000000	0.447249264741271	0.000000000000000	0.377987157707086	0.000000000000000
9.0	51	0.368061846103905	0.000000000000000	0.450440983196046	0.000000000000000	0.615410752389198	0.000000000000000	0.622628144940580	0.000000000000000	0.651544812887056	0.000000000000000	0.775868908616833	0.000000000000000	0.932891229364703	0.000000000000000	1.082188524089427	0.000000000000000	1.207100422447064	0.000000000000000	1.274205956350566	0.000000000000000	1.434327220513986	0.000000000000000	1.631672134567543	0.000000000000000	1.749327771637436	0.000000000000000	1.777876846211131	0.000000000000000	1.746775216749806	0.000000000000000	1.606411921355082	0.000000000000000	1.455757595949414	0.000000000000000	1.363359345386256	0.000000000000000	1.207986072601862	0.000000000000000	1.039956024111787	0.000000000000000	0.942170107265191	0.000000000000000	0.781582321590591	0.000000000000000	0.677202043835080	0.000000000000000	0.605452793506575	0.000000000000000	0.566832507199585	0.000000000000000	0.456787017785924	0.000000000000000	0.395695975830707
8.5	50	0.000000000000000	0.380871189487145	0.000000000000000	0.535145947974078	0.000000000000000	0.628450283178023	0.000000000000000	0.722475618692319	0.000000000000000	0.865415638810920	0.000000000000000	1.000932322866148	0.000000000000000	1.174184108335718	0.000000000000000	1.326913736990212	0.000000000000000	1.533935832671792	0.000000000000000	1.662034454586488	0.000000000000000	1.860734740402247	0.000000000000000	2.042329033291136	0.000000000000000	2.137089277430135	0.000000000000000	2.095220981113584	0.000000000000000	2.061296128332567	0.000000000000000	1.780281883661415	0.000000000000000	1.690479015323896	0.000000000000000	1.537276269519013	0.000000000000000	1.351582288112024	0.000000000000000	1.185387806017639	0.000000000000000	0.990431654631778	0.000000000000000	0.853542669796988	0.000000000000000	0.754718258215597	0.000000000000000	0.640023246569181	0.000000000000000	0.529054774720269	0.000000000000000	0.423288370075822	0.000000000000000
8.0	49	0.478826412179773	0.000000000000000	0.528690139153464	0.000000000000000	0.579030344852800	0.000000000000000	0.686033693502870	0.000000000000000	0.904982783707028	0.000000000000000	0.984062127360091	0.000000000000000	1.240620346897593	0.000000000000000	1.424925361414747	0.000000000000000	1.629843388112905	0.000000000000000	1.920331536910441	0.000000000000000	2.090451107628078	0.000000000000000	2.404828924456797	0.000000000000000	2.502654909467445	0.000000000000000	2.520853325507909	0.000000000000000	2.500556190530749	0.000000000000000	2.281107638868513	0.000000000000000	2.096173829751066	0.000000000000000	1.946615275975434	0.000000000000000	1.683404352498369	0.000000000000000	1.504329119131353	0.000000000000000	1.232297673868689	0.000000000000000	0.952867392597116	0.000000000000000	0.824321730929491	0.000000000000000	0.802084387192819	0.000000000000000	0.590010287351824	0.000000000000000	0.527853757044752	0.000000000000000	0.428370789903059
7.5	48	0.000000000000000	0.537210373114386	0.000000000000000	0.611675821370171	0.000000000000000	0.733014866561902	0.000000000000000	0.946146824073814	0.000000000000000	1.069783830303648	0.000000000000000	1.321707664818107	0.000000000000000	1.597641261466172	0.000000000000000	1.934032415214106	0.000000000000000	2.190560932713281	0.000000000000000	2.530670121865277	0.000000000000000	2.759795816501167	0.000000000000000	3.033220775669694	0.000000000000000	3.072951543222900	0.000000000000000	3.100242229116798	0.000000000000000	3.021244007602691	0.000000000000000	2.769996015575880	0.000000000000000	2.564074505319416	0.000000000000000	2.268577994121585	0.000000000000000	1.967250335081442	0.000000000000000	1.637211379377350	0.000000000000000	1.359018571425190	0.000000000000000	1.123743150674123	0.000000000000000	0.932715297400068	0.000000000000000	0.755390097534362	0.000000000000000	0.609375250258326	0.000000000000000	0.553063820174434	0.000000000000000
7.0	47	0.470297654913295	0.000000000000000	0.616665441688318	0.000000000000000	0.752785522935128	0.000000000000000	0.865617533713048	0.000000000000000	1.091799539620801	0.000000000000000	1.319996890291440	0.000000000000000	1.665213405443392	0.000000000000000	2.070155505215611	0.000000000000000	2.556493013157733	0.000000000000000	2.954178921283476	0.000000000000000	3.313086087052348	0.000000000000000	3.624786150790265	0.000000000000000	3.792129029548246	0.000000000000000	3.852639148610974	0.000000000000000	3.863152846422537	0.000000000000000	3.587178223087730	0.000000000000000	3.225602260458863	0.000000000000000	3.012617932362430	0.000000000000000	2.602808721009765	0.000000000000000	2.073907544389735	0.000000000000000	1.673197902672946	0.000000000000000	1.327947476533910	0.000000000000000	1.062776358020825	0.000000000000000	0.922275408306721	0.000000000000000	0.782734536273293	0.000000000000000	0.594924657861851	0.000000000000000	0.487727216064077
6.5	46	0.000000000000000	0.568728037524427	0.000000000000000	0.722484530997761	0.000000000000000	0.927085036280968	0.000000000000000	1.111057177485371	0.000000000000000	1.382784183147690	0.000000000000000	1.734817939780429	0.000000000000000	2.233538003686349	0.000000000000000	2.914945690234669	0.000000000000000	3.674164651318554	0.000000000000000	4.196759606680943	0.000000000000000	4.685499356136890	0.000000000000000	5.007275976674598	0.000000000000000	5.073707989639898	0.000000000000000	5.118695696081442	0.000000000000000	5.035643699165778	0.000000000000000	4.606811968576054	0.000000000000000	4.229027257998118	0.000000000000000	3.679485132266727	0.000000000000000	2.964768722001568	0.000000000000000	2.237087809182047	0.000000000000000	1.776592926109434	0.000000000000000	1.414298440262535	0.000000000000000	1.147888383561266	0.000000000000000	0.932996057494223	0.000000000000000	0.740648612900328	0.000000000000000	0.642295084348251	0.000000000000000
6.0	45	0.539587481648512	0.000000000000000	0.877845306334591	0.000000000000000	0.976134637356049	0.000000000000000	1.133793747883777	0.000000000000000	1.305206369824117	0.000000000000000	1.767221191323813	0.000000000000000	2.268461308685515	0.000000000000000	3.101580998823988	0.000000000000000	4.561967259106508	0.000000000000000	6.219687496400848	0.000000000000000	6.838765654876560	0.000000000000000	7.189439045149634	0.000000000000000	7.338471577025068	0.000000000000000	7.376585269182374	0.000000000000000	7.248424771749262	0.000000000000000	7.017427544851626	0.000000000000000	6.674121938641898	0.000000000000000	5.903826683248472	0.000000000000000	4.655627772556558	0.000000000000000	3.055441332253121	0.000000000000000	2.238085231286819	0.000000000000000	1.683489535152647	0.000000000000000	1.339562969432601	0.000000000000000	1.108978083855791	0.000000000000000	0.899434288620444	0.000000000000000	0.726519848414359	0.000000000000000	0.667138002134720
5.5	44	0.000000000000000	0.701005621718905	0.000000000000000	0.827618004576228	0.000000000000000	1.110233358444414	0.000000000000000	1.368725614692784	0.000000000000000	1.752448093342106	0.000000000000000	2.264991138546032	0.000000000000000	3.158858704403902	0.000000000000000	5.382286290611082	0.000000000000000	12.407111672482028	0.000000000000000	14.112898160416944	0.000000000000000	14.823625953230844	0.000000000000000	15.074417672970618	0.000000000000000	15.183181365170830	0.000000000000000	15.114229769712404	0.000000000000000	14.911963635009282	0.000000000000000	14.566260808805498	0.000000000000000	13.697734499074502	0.000000000000000	11.880559611853488	0.000000000000000	5.299525345492616	0.000000000000000	3.082546782410623	0.000000000000000	2.290128140403180	0.000000000000000	1.742658059249354	0.000000000000000	1.405148934085401	0.000000000000000	1.083931414742746	0.000000000000000	0.865748584553451	0.000000000000000	0.665422029213380	0.000000000000000
5.0	43	0.683118642437560	0.000000000000000	0.935074293755659	0.000000000000000	1.046162090336415	0.000000000000000	1.342532127678116	0.000000000000000	1.709006928412379	0.000000000000000	2.267866990010840	0.000000000000000	3.059497339711671	0.000000000000000	5.138975251209774	0.000000000000000	44.346391150777770	0.000000000000000	76.538261180249060	0.000000000000000	78.511279739919000	0.000000000000000	79.382086320373140	0.000000000000000	79.119699454693680	0.000000000000000	79.420168239081660	0.000000000000000	79.687685053262640	0.000000000000000	78.486969489825840	0.000000000000000	78.313747944958560	0.000000000000000	76.753915921529440	0.000000000000000	44.728614779196010	0.000000000000000	4.942951861440002	0.000000000000000	3.014693537234432	0.000000000000000	2.162794469416960	0.000000000000000	1.697714796640161	0.000000000000000	1.351670416252318	0.000000000000000	1.102814525856525	0.000000000000000	0.893793473692808	0.000000000000000	0.707901872660125
4.5	42	0.000000000000000	0.823911277870829	0.000000000000000	1.042053277166272	0.000000000000000	1.266011334013053	0.000000000000000	1.690735565671369	0.000000000000000	2.192112370124530	0.000000000000000	2.885181806363305	0.000000000000000	4.290167473836930	0.000000000000000	11.393137286582444	0.000000000000000	81.492014223668100	0.000000000000000	86.428514987317720	0.000000000000000	87.870314854743100	0.000000000000000	88.537237588497640	0.000000000000000	88.854423659642480	0.000000000000000	88.914635731616640	0.000000000000000	88.536125879722660	0.000000000000000	88.394862723679700	0.000000000000000	87.266204186279860	0.000000000000000	82.053294434511400	0.000000000000000	11.124798120296270	0.000000000000000	4.322648395935614	0.000000000000000	2.949190987130794	0.000000000000000	2.181726455928343	0.000000000000000	1.685907271569179	0.000000000000000	1.286795723913542	0.000000000000000	1.034474308236174	0.000000000000000	0.804303246898116	0.000000000000000
