5.0	43	0.713187022625547	0.000000000000000	0.912163514991320	0.000000000000000	1.105481490258380	0.000000000000000	1.375614386675844	0.000000000000000	1.794459700992449	0.000000000000000	2.308783269115517	0.000000000000000	3.111329848214976	0.000000000000000	5.147371035381498	0.000000000000000	41.742431969571620	0.000000000000000	76.611668275570680	0.000000000000000	78.376782671900540	0.000000000000000	79.205896054715860	0.000000000000000	78.947090322160320	0.000000000000000	79.028338042054880	0.000000000000000	79.162542811382700	0.000000000000000	77.907578865523160	0.000000000000000	77.638896577682960	0.000000000000000	75.914996913048860	0.000000000000000	48.679018502076140	0.000000000000000	5.187023900616102	0.000000000000000	3.117693838251609	0.000000000000000	2.282685553720494	0.000000000000000	1.778718567727876	0.000000000000000	1.402882259078043	0.000000000000000	1.104247521541257	0.000000000000000	0.895704156573759	0.000000000000000	0.724362648247401
4.5	42	0.000000000000000	0.849805576973020	0.000000000000000	1.045378090334447	0.000000000000000	1.309791704556369	0.000000000000000	1.714265965858653	0.000000000000000	2.213259840707250	0.000000000000000	2.963099916192340	0.000000000000000	4.371878707368287	0.000000000000000	11.375001766787468	0.000000000000000	82.992634817962540	0.000000000000000	88.210329089052360	0.000000000000000	89.615322912053420	0.000000000000000	90.210535730571300	0.000000000000000	90.336123653912840	0.000000000000000	90.424340124737960	0.000000000000000	90.001271896778020	0.000000000000000	89.691378473924600	0.000000000000000	88.528945020385880	0.000000000000000	83.804920199904140	0.000000000000000	12.061319290270942	0.000000000000000	4.463286765478131	0.000000000000000	3.015852457169445	0.000000000000000	2.224463956280126	0.000000000000000	1.730937110965176	0.000000000000000	1.326050555923703	0.000000000000000	1.056441818299478	0.000000000000000	0.840974543925298	0.000000000000000
4.0	41	0.770498016115382	0.000000000000000	1.021495480856495	0.000000000000000	1.238287055055148	0.000000000000000	1.552301334430455	0.000000000000000	2.022487377577401	0.000000000000000	2.714401309238905	0.000000000000000	3.766579006126365	0.000000000000000	6.377331936466210	0.000000000000000	48.934923002833700	0.000000000000000	89.475327538775780	0.000000000000000	91.782263297926640	0.000000000000000	92.852963519190000	0.000000000000000	92.847636488261680	0.000000000000000	93.275295944709160	0.000000000000000	92.827713633111760	0.000000000000000	92.708174221501740	0.000000000000000	92.294848399513280	0.000000000000000	89.885058254483540	0.000000000000000	54.418420404688100	0.000000000000000	6.691296009780222	0.000000000000000	3.829111993392981	0.000000000000000	2.737663445459644	0.000000000000000	2.081687997240925	0.000000000000000	1.567748001540808	0.000000000000000	1.249296646413920	0.000000000000000	1.010080020908594	0.000000000000000	0.804765212677338
3.5	40	0.000000000000000	0.929165057775596	0.000000000000000	1.177203457473720	0.000000000000000	1.455286328477731	0.000000000000000	1.862604562646242	0.000000000000000	2.495937528262415	0.000000000000000	3.366668731438736	0.000000000000000	5.075854954038010	0.000000000000000	12.467469436597458	0.000000000000000	85.447169782980900	0.000000000000000	91.361690291964880	0.000000000000000	93.098011928176100	0.000000000000000	93.500678058788480	0.000000000000000	94.021559970670400	0.000000000000000	93.595692792712660	0.000000000000000	93.463238945201060	0.000000000000000	93.343522462645020	0.000000000000000	91.588962850872200	0.000000000000000	86.556401757375180	0.000000000000000	13.548089452771856	0.000000000000000	5.135719690572540	0.000000000000000	3.402808256629793	0.000000000000000	2.552994698765591	0.000000000000000	1.896178329643208	0.000000000000000	1.458279052782639	0.000000000000000	1.177101392549470	0.000000000000000	0.942281506838738	0.000000000000000
3.0	39	0.835894876346974	0.000000000000000	1.081896689902295	0.000000000000000	1.323730649996592	0.000000000000000	1.708474429016480	0.000000000000000	2.166339945001549	0.000000000000000	2.954590412861567	0.000000000000000	4.145096392264995	0.000000000000000	7.074526924136716	0.000000000000000	49.576060434535040	0.000000000000000	90.708021470224560	0.000000000000000	93.198978450282160	0.000000000000000	94.402395902203400	0.000000000000000	94.351208783363240	0.000000000000000	94.150455155342120	0.000000000000000	94.347112216251360	0.000000000000000	93.989920140416740	0.000000000000000	93.338239782829160	0.000000000000000	91.248704807131320	0.000000000000000	56.071040123727980	0.000000000000000	7.242018341392596	0.000000000000000	4.131406634642289	0.000000000000000	2.984428715951736	0.000000000000000	2.244354427918260	0.000000000000000	1.725392239285633	0.000000000000000	1.322001901334048	0.000000000000000	1.037892945722497	0.000000000000000	0.879335770104427
2.5	38	0.000000000000000	0.963845735390680	0.000000000000000	1.215337848879029	0.000000000000000	1.536773810068205	0.000000000000000	1.995603535891492	0.000000000000000	2.654753824059667	0.000000000000000	3.614424508962835	0.000000000000000	5.418160503531196	0.000000000000000	13.372216540443396	0.000000000000000	86.257558118917500	0.000000000000000	92.487393971807060	0.000000000000000	93.553734752282980	0.000000000000000	94.096014128913320	0.000000000000000	93.748087380784600	0.000000000000000	93.928827925863240	0.000000000000000	93.921033755865220	0.000000000000000	93.730537354442920	0.000000000000000	92.597325261090620	0.000000000000000	87.389636031246380	0.000000000000000	14.028482338571524	0.000000000000000	5.441672105589642	0.000000000000000	3.654649668294752	0.000000000000000	2.631394865575419	0.000000000000000	2.022960467269546	0.000000000000000	1.536478191120926	0.000000000000000	1.250875250053874	0.000000000000000	0.946235367251208	0.000000000000000
2.0	37	0.876322341322597	0.000000000000000	1.098464668895898	0.000000000000000	1.404006660383887	0.000000000000000	1.787961377245128	0.000000000000000	2.352288975746496	0.000000000000000	3.112986912238331	0.000000000000000	4.347786169264121	0.000000000000000	7.373941794251904	0.000000000000000	51.042719482902820	0.000000000000000	91.711697555255880	0.000000000000000	93.448563574288080	0.000000000000000	94.321573234022500	0.000000000000000	94.530659787124580	0.000000000000000	94.584742857033480	0.000000000000000	93.956857810398540	0.000000000000000	94.306588316111080	0.000000000000000	93.669375235198400	0.000000000000000	91.332166958528160	0.000000000000000	56.895598747903500	0.000000000000000	7.664291272298678	0.000000000000000	4.403770497343512	0.000000000000000	3.096406787073888	0.000000000000000	2.375363809797695	0.000000000000000	1.808283458375275	0.000000000000000	1.391960725642481	0.000000000000000	1.114826326381039	0.000000000000000	0.884067880931905
1.5	36	0.000000000000000	0.984585916406853	0.000000000000000	1.282928605607063	0.000000000000000	1.589240667291758	0.000000000000000	2.074201692392687	0.000000000000000	2.756576101307396	0.000000000000000	3.758060058480948	0.000000000000000	5.614711493670858	0.000000000000000	13.374128702399372	0.000000000000000	86.714103056035820	0.000000000000000	92.415359689849120	0.000000000000000	93.881259606128840	0.000000000000000	93.883496161521220	0.000000000000000	93.695813184999280	0.000000000000000	93.709220645017020	0.000000000000000	93.824413707632340	0.000000000000000	93.600948580682720	0.000000000000000	92.587429842495620	0.000000000000000	87.215250527306780	0.000000000000000	13.960552472672552	0.000000000000000	5.625639982021514	0.000000000000000	3.765488645487045	0.000000000000000	2.741934115051776	0.000000000000000	2.111775364913053	0.000000000000000	1.629138029261832	0.000000000000000	1.265392846413280	0.000000000000000	1.011088572688720	0.000000000000000
1.0	35	0.893534704259023	0.000000000000000	1.130454984152697	0.000000000000000	1.435842524949912	0.000000000000000	1.843891284662410	0.000000000000000	2.404559416947544	0.000000000000000	3.213133287592886	0.000000000000000	4.426871612358799	0.000000000000000	7.579252038318722	0.000000000000000	51.571231239025820	0.000000000000000	91.317470872402960	0.000000000000000	93.559847792759500	0.000000000000000	93.984665884592040	0.000000000000000	94.067445801979320	0.000000000000000	93.640968733732600	0.000000000000000	94.219732572447920	0.000000000000000	93.714128350580160	0.000000000000000	93.452780652348100	0.000000000000000	91.272097197844420	0.000000000000000	55.937328526404180	0.000000000000000	7.673584282736212	0.000000000000000	4.450726612447985	0.000000000000000	3.201648694004953	0.000000000000000	2.416719862604333	0.000000000000000	1.856632696860838	0.000000000000000	1.436889499531079	0.000000000000000	1.145586063488426	0.000000000000000	0.908457667021814
0.5	34	0.000000000000000	1.006165141010225	0.000000000000000	1.263655960755230	0.000000000000000	1.637440566078428	0.000000000000000	2.103474616203218	0.000000000000000	2.814789751176228	0.000000000000000	3.832888726865432	0.000000000000000	5.687959211728432	0.000000000000000	13.779503782298382	0.000000000000000	86.744256458693200	0.000000000000000	92.563692196565660	0.000000000000000	93.660762841678140	0.000000000000000	93.654315237500920	0.000000000000000	93.533652489325240	0.000000000000000	93.321888048519420	0.000000000000000	93.156437519397140	0.000000000000000	93.518749523126280	0.000000000000000	92.778001075722080	0.000000000000000	87.303490942178260	0.000000000000000	14.277792438091898	0.000000000000000	5.788215065320220	0.000000000000000	3.834302072238352	0.000000000000000	2.806896458625212	0.000000000000000	2.138366515415355	0.000000000000000	1.657407727355669	0.000000000000000	1.298763895082314	0.000000000000000	1.016672771121866	0.000000000000000
0.0	33	0.885162032599918	0.000000000000000	1.126741612907944	0.000000000000000	1.434591665560726	0.000000000000000	1.816897114180998	0.000000000000000	2.413918098272711	0.000000000000000	3.199388196620278	0.000000000000000	4.552159491388498	0.000000000000000	7.635088628229180	0.000000000000000	53.430664781677560	0.000000000000000	91.752436044307680	0.000000000000000	93.541306707422440	0.000000000000000	93.880027936858600	0.000000000000000	94.006481213140040	0.000000000000000	93.837698786866740	0.000000000000000	94.039321762902280	0.000000000000000	93.563434544296780	0.000000000000000	93.738372443723160	0.000000000000000	91.497928405191900	0.000000000000000	55.929034667329680	0.000000000000000	7.722821238810740	0.000000000000000	4.530092739356540	0.000000000000000	3.131411030468684	0.000000000000000	2.473109993504492	0.000000000000000	1.867739281150939	0.000000000000000	1.474261844746732	0.000000000000000	1.146727436535204	0.000000000000000	0.911227704549896
-0.5	32	0.000000000000000	0.992457106075947	0.000000000000000	1.290332473356569	0.000000000000000	1.651305006214524	0.000000000000000	2.079337031454583	0.000000000000000	2.809469691921771	0.000000000000000	3.826517785970003	0.000000000000000	5.623928049882936	0.000000000000000	13.518364489044804	0.000000000000000	87.014956518371680	0.000000000000000	92.543057598093320	0.000000000000000	93.186926630179480	0.000000000000000	93.422087783386160	0.000000000000000	93.491817395386880	0.000000000000000	93.770721378318720	0.000000000000000	93.375915228999180	0.000000000000000	93.542383054507340	0.000000000000000	92.554650284947480	0.000000000000000	87.062707998790400	0.000000000000000	14.039381454478030	0.000000000000000	5.756269683619938	0.000000000000000	3.861002138235543	0.000000000000000	2.832948301787910	0.000000000000000	2.138369133351464	0.000000000000000	1.629477467639889	0.000000000000000	1.285511236794683	0.000000000000000	1.018365604913097	0.000000000000000
-1.0	31	0.878052775859139	0.000000000000000	1.130953407040467	0.000000000000000	1.400134588995075	0.000000000000000	1.806627027320535	0.000000000000000	2.375077958106495	0.000000000000000	3.172686900017948	0.000000000000000	4.450245094629994	0.000000000000000	7.603409509696392	0.000000000000000	54.624217051269320	0.000000000000000	91.120148458272080	0.000000000000000	93.170726590258420	0.000000000000000	94.334895525977380	0.000000000000000	93.828427395671880	0.000000000000000	94.047420307222560	0.000000000000000	93.809047882423420	0.000000000000000	93.798101546784420	0.000000000000000	94.152277980973460	0.000000000000000	91.428762442548440	0.000000000000000	54.981792474774420	0.000000000000000	7.518905809859152	0.000000000000000	4.458129993416800	0.000000000000000	3.211683860904578	0.000000000000000	2.414802368475784	0.000000000000000	1.841141792288697	0.000000000000000	1.440101020231710	0.000000000000000	1.169349416590476	0.000000000000000	0.913251521674524
-1.5	30	0.000000000000000	0.992338872718179	0.000000000000000	1.267507806409251	0.000000000000000	1.596535259888945	0.000000000000000	2.046293085030826	0.000000000000000	2.706482570647234	0.000000000000000	3.739083399964116	0.000000000000000	5.586516703674016	0.000000000000000	13.517796993160110	0.000000000000000	86.664110388477820	0.000000000000000	91.410158740768560	0.000000000000000	93.228864935864380	0.000000000000000	93.828924906436360	0.000000000000000	93.500394770556900	0.000000000000000	93.934871609408040	0.000000000000000	93.622895206634040	0.000000000000000	93.501640981442580	0.000000000000000	92.493945912236500	0.000000000000000	87.028381607429180	0.000000000000000	13.444607125953142	0.000000000000000	5.566203336028282	0.000000000000000	3.746708175657736	0.000000000000000	2.741607678709574	0.000000000000000	2.065551257668676	0.000000000000000	1.560163592418302	0.000000000000000	1.246493888538326	0.000000000000000	0.994679142797887	0.000000000000000
-2.0	29	0.879907110740183	0.000000000000000	1.101574258469489	0.000000000000000	1.398866087997784	0.000000000000000	1.778508669767336	0.000000000000000	2.295421336590447	0.000000000000000	3.052306977167064	0.000000000000000	4.300577706305125	0.000000000000000	7.298098516706764	0.000000000000000	53.084152540120500	0.000000000000000	90.755336240627960	0.000000000000000	92.905989825284740	0.000000000000000	93.735494976989280	0.000000000000000	94.107271137649700	0.000000000000000	94.108077110618840	0.000000000000000	93.757846728704580	0.000000000000000	94.019683293354900	0.000000000000000	93.659486913675200	0.000000000000000	90.958597595397180	0.000000000000000	51.871032921498700	0.000000000000000	7.336920449013960	0.000000000000000	4.280983805280856	0.000000000000000	3.056771860125054	0.000000000000000	2.314746711128660	0.000000000000000	1.787502779482875	0.000000000000000	1.417082127422479	0.000000000000000	1.106564912427699	0.000000000000000	0.892927113680098
-2.5	28	0.000000000000000	0.953178933395121	0.000000000000000	1.211977197216336	0.000000000000000	1.513511535000064	0.000000000000000	1.943020389049542	0.000000000000000	2.590923483685329	0.000000000000000	3.546077583749842	0.000000000000000	5.317655420626806	0.000000000000000	13.275231909387120	0.000000000000000	86.033162113357660	0.000000000000000	91.603134517621200	0.000000000000000	92.934899217356820	0.000000000000000	93.300810132150140	0.000000000000000	93.666217245522960	0.000000000000000	93.450944429098320	0.000000000000000	93.741158349012460	0.000000000000000	93.000551320393460	0.000000000000000	92.233898438689880	0.000000000000000	86.313437819432460	0.000000000000000	13.140524205156254	0.000000000000000	5.286523013006414	0.000000000000000	3.561634547813566	0.000000000000000	2.649347553135859	0.000000000000000	1.963162470841935	0.000000000000000	1.527260411841203	0.000000000000000	1.213217013909291	0.000000000000000	0.962769467455738	0.000000000000000
-3.0	27	0.811171842999845	0.000000000000000	1.026770747920557	0.000000000000000	1.308745976631490	0.000000000000000	1.644737354672501	0.000000000000000	2.194505954778408	0.000000000000000	2.894700735966809	0.000000000000000	3.999404617957890	0.000000000000000	6.810453291097316	0.000000000000000	52.322994406523860	0.000000000000000	90.071968566040520	0.000000000000000	92.526693673923620	0.000000000000000	93.194805797109920	0.000000000000000	93.661363232568400	0.000000000000000	93.808033195547340	0.000000000000000	93.797419227712760	0.000000000000000	93.596664360812860	0.000000000000000	92.630932158541080	0.000000000000000	90.060046428827240	0.000000000000000	51.623316674884000	0.000000000000000	7.009154544084188	0.000000000000000	4.014881764919669	0.000000000000000	2.898589537519972	0.000000000000000	2.158732926751521	0.000000000000000	1.679284862281217	0.000000000000000	1.332325975384455	0.000000000000000	1.033915933464455	0.000000000000000	0.865995343609414
-3.5	26	0.000000000000000	0.918729383694609	0.000000000000000	1.130281083480437	0.000000000000000	1.402216360548121	0.000000000000000	1.831093833677181	0.000000000000000	2.412927083684299	0.000000000000000	3.229879102773119	0.000000000000000	4.832040076025580	0.000000000000000	12.664029372286916	0.000000000000000	85.054171795853720	0.000000000000000	90.406295616910320	0.000000000000000	91.506689884230560	0.000000000000000	92.261433925161600	0.000000000000000	92.549471473428240	0.000000000000000	92.678665109368700	0.000000000000000	92.242538005337120	0.000000000000000	91.554297202778320	0.000000000000000	90.471344574819980	0.000000000000000	85.051285022734900	0.000000000000000	12.262240260035990	0.000000000000000	4.873281385697596	0.000000000000000	3.278613947741312	0.000000000000000	2.419598735990496	0.000000000000000	1.844523831290646	0.000000000000000	1.455098693393918	0.000000000000000	1.125700065423708	0.000000000000000	0.901303824804898	0.000000000000000
-4.0	25	0.769756657884979	0.000000000000000	0.946156310056420	0.000000000000000	1.220679475733659	0.000000000000000	1.511254979137225	0.000000000000000	1.966422192944047	0.000000000000000	2.531277023784517	0.000000000000000	3.546192238336953	0.000000000000000	6.051621950880624	0.000000000000000	51.693986136493020	0.000000000000000	87.554668380252660	0.000000000000000	89.458449006849360	0.000000000000000	90.786850116407860	0.000000000000000	90.785571224368540	0.000000000000000	91.213417821158480	0.000000000000000	90.990227607821020	0.000000000000000	90.665050138406600	0.000000000000000	89.867545604981300	0.000000000000000	87.861092161702760	0.000000000000000	50.345741888087620	0.000000000000000	6.098205418641108	0.000000000000000	3.508027378944155	0.000000000000000	2.643142876255763	0.000000000000000	2.003675508422906	0.000000000000000	1.525408633714965	0.000000000000000	1.222153034701702	0.000000000000000	0.968946129527280	0.000000000000000	0.787876101580589
-4.5	24	0.000000000000000	0.818345555711908	0.000000000000000	1.014629378514892	0.000000000000000	1.302265658818914	0.000000000000000	1.618623542950968	0.000000000000000	2.136204158848927	0.000000000000000	2.780856670503812	0.000000000000000	4.046329145042823	0.000000000000000	10.408410506955076	0.000000000000000	78.576064669681440	0.000000000000000	82.914861377466740	0.000000000000000	83.758287371601440	0.000000000000000	84.391562381740360	0.000000000000000	85.143502377515700	0.000000000000000	84.816758765409520	0.000000000000000	84.938785031741160	0.000000000000000	84.160140167052900	0.000000000000000	83.027372808807820	0.000000000000000	79.349558186235000	0.000000000000000	10.583989107311166	0.000000000000000	4.080435789024367	0.000000000000000	2.811668110868012	0.000000000000000	2.134793963449271	0.000000000000000	1.655499859140953	0.000000000000000	1.293721953903005	0.000000000000000	1.006103038311479	0.000000000000000	0.810641421754156	0.000000000000000
-5.0	23	0.654269612452005	0.000000000000000	0.821098681231925	0.000000000000000	1.020726959190107	0.000000000000000	1.294203344115011	0.000000000000000	1.690191305027407	0.000000000000000	2.099805001862922	0.000000000000000	2.804757159101492	0.000000000000000	4.119618093831936	0.000000000000000	12.479862811103102	0.000000000000000	18.589370081802630	0.000000000000000	19.841645841633290	0.000000000000000	19.984018367712270	0.000000000000000	20.480465694763090	0.000000000000000	20.990658527483490	0.000000000000000	20.884633261990820	0.000000000000000	20.865868805375050	0.000000000000000	20.527106235389480	0.000000000000000	19.940095691014660	0.000000000000000	12.632229944346620	0.000000000000000	4.190045514852515	0.000000000000000	2.840083248184786	0.000000000000000	2.152506802597293	0.000000000000000	1.694084790455247	0.000000000000000	1.313659555515385	0.000000000000000	1.038862188632830	0.000000000000000	0.833789660764400	0.000000000000000	0.702445446469721
-5.5	22	0.000000000000000	0.680869357604117	0.000000000000000	0.852278091984404	0.000000000000000	1.063590954959686	0.000000000000000	1.341217885085929	0.000000000000000	1.683325176131745	0.000000000000000	2.134392003432641	0.000000000000000	2.833753021791414	0.000000000000000	3.922613655774233	0.000000000000000	6.209270742608998	0.000000000000000	7.291700864360986	0.000000000000000	7.873752845940504	0.000000000000000	8.173072082249286	0.000000000000000	8.255700421060916	0.000000000000000	8.410576575471832	0.000000000000000	8.182568838455388	0.000000000000000	7.912055687625576	0.000000000000000	7.477504773899060	0.000000000000000	6.390512356917340	0.000000000000000	4.145498800268064	0.000000000000000	2.839803786999532	0.000000000000000	2.187620771207643	0.000000000000000	1.682345746537252	0.000000000000000	1.342789479344422	0.000000000000000	1.052136480020399	0.000000000000000	0.855511784855023	0.000000000000000	0.671948919878567	0.000000000000000
-6.0	21	0.575469520384785	0.000000000000000	0.718997032458347	0.000000000000000	0.859906443922950	0.000000000000000	1.078126771539006	0.000000000000000	1.326614421058270	0.000000000000000	1.665074016362548	0.000000000000000	2.124292685377009	0.000000000000000	2.662189427319768	0.000000000000000	3.464539628200592	0.000000000000000	4.147650458441263	0.000000000000000	4.642020584060230	0.000000000000000	5.058110088926068	0.000000000000000	5.349196550596820	0.000000000000000	5.402403360387680	0.000000000000000	5.260984129778864	0.000000000000000	5.104454917467022	0.000000000000000	4.688766831828092	0.000000000000000	4.102093645029618	0.000000000000000	3.481121461872780	0.000000000000000	2.710832298537992	0.000000000000000	2.109700827056874	0.000000000000000	1.668768233866926	0.000000000000000	1.344407678684636	0.000000000000000	1.091057068414218	0.000000000000000	0.885875712883267	0.000000000000000	0.710519861592460	0.000000000000000	0.594236968379521
-6.5	20	0.000000000000000	0.586235496006647	0.000000000000000	0.734081576014629	0.000000000000000	0.874094700525638	0.000000000000000	1.090030990885178	0.000000000000000	1.321284475046129	0.000000000000000	1.657158269061084	0.000000000000000	2.054304477302163	0.000000000000000	2.530011482397817	0.000000000000000	3.027614135094135	0.000000000000000	3.454544256871582	0.000000000000000	3.685945262625156	0.000000000000000	4.080866520954976	0.000000000000000	4.219470014746621	0.000000000000000	4.178552808755497	0.000000000000000	4.100141323430913	0.000000000000000	3.801113390188249	0.000000000000000	3.480474353975891	0.000000000000000	3.050551324280640	0.000000000000000	2.556879154252907	0.000000000000000	2.053474457086570	0.000000000000000	1.674030396087800	0.000000000000000	1.346551023498226	0.000000000000000	1.094107706589697	0.000000000000000	0.887438827622031	0.000000000000000	0.744038248241982	0.000000000000000	0.572547488552197	0.000000000000000
-7.0	19	0.503205233301170	0.000000000000000	0.602406769450424	0.000000000000000	0.712404780378295	0.000000000000000	0.843534963714778	0.000000000000000	1.047998862505210	0.000000000000000	1.260699407090117	0.000000000000000	1.556258619868080	0.000000000000000	1.886914932598046	0.000000000000000	2.217349195689735	0.000000000000000	2.507006448881101	0.000000000000000	2.800976759580810	0.000000000000000	3.015692279322638	0.000000000000000	3.233901553124152	0.000000000000000	3.271492297931472	0.000000000000000	3.289500246589730	0.000000000000000	3.076937935062279	0.000000000000000	2.775517869769961	0.000000000000000	2.533017143342244	0.000000000000000	2.262568390827401	0.000000000000000	1.865405752256279	0.000000000000000	1.578709048220987	0.000000000000000	1.302489299717960	0.000000000000000	1.080006927100039	0.000000000000000	0.897457986657441	0.000000000000000	0.726625804289736	0.000000000000000	0.607922123939790	0.000000000000000	0.523884674356239
-7.5	18	0.000000000000000	0.500020194219486	0.000000000000000	0.610544389452715	0.000000000000000	0.701931563864159	0.000000000000000	0.857808574999128	0.000000000000000	1.043338808215726	0.000000000000000	1.222327798835523	0.000000000000000	1.470045436223953	0.000000000000000	1.725944364303188	0.000000000000000	1.985724968297653	0.000000000000000	2.219988684855817	0.000000000000000	2.412250790965694	0.000000000000000	2.640620636945408	0.000000000000000	2.777155609058270	0.000000000000000	2.758303898583556	0.000000000000000	2.703799273047292	0.000000000000000	2.395961424789655	0.000000000000000	2.244910307541212	0.000000000000000	2.031436486734124	0.000000000000000	1.774411267572675	0.000000000000000	1.501181103504223	0.000000000000000	1.301847123926277	0.000000000000000	1.058537508097828	0.000000000000000	0.882702806005401	0.000000000000000	0.724287519832930	0.000000000000000	0.602835333702098	0.000000000000000	0.511414814623977	0.000000000000000
-8.0	17	0.435298401506766	0.000000000000000	0.467519024114644	0.000000000000000	0.585436668070476	0.000000000000000	0.699228977219522	0.000000000000000	0.845637353787373	0.000000000000000	0.983372596162213	0.000000000000000	1.161156154700974	0.000000000000000	1.352146608202766	0.000000000000000	1.518787817524641	0.000000000000000	1.715787792818797	0.000000000000000	1.869397708950640	0.000000000000000	2.046932430105862	0.000000000000000	2.178962322192729	0.000000000000000	2.254005454772458	0.000000000000000	2.205597180754857	0.000000000000000	2.060745520033821	0.000000000000000	1.851581539732461	0.000000000000000	1.711748739081624	0.000000000000000	1.544437975384739	0.000000000000000	1.371291868194299	0.000000000000000	1.176792022650486	0.000000000000000	0.988290775327480	0.000000000000000	0.827255275800820	0.000000000000000	0.716910919860749	0.000000000000000	0.598559567636792	0.000000000000000	0.528849015673132	0.000000000000000	0.451039553909488
-8.5	16	0.000000000000000	0.421528878395935	0.000000000000000	0.490642215489642	0.000000000000000	0.570882757982115	0.000000000000000	0.679277651698539	0.000000000000000	0.809282903340074	0.000000000000000	0.939036002697248	0.000000000000000	1.076394884444988	0.000000000000000	1.232481341041255	0.000000000000000	1.376792654593537	0.000000000000000	1.507822957026612	0.000000000000000	1.644636226478129	0.000000000000000	1.853080613732726	0.000000000000000	1.926493001632084	0.000000000000000	1.906303352986830	0.000000000000000	1.859884606570515	0.000000000000000	1.653134942955404	0.000000000000000	1.531546201337163	0.000000000000000	1.400863212285100	0.000000000000000	1.262148657985758	0.000000000000000	1.109070435233475	0.000000000000000	0.953547525675793	0.000000000000000	0.818419747496026	0.000000000000000	0.699765701102054	0.000000000000000	0.591317154822001	0.000000000000000	0.485540096236860	0.000000000000000	0.435770416827315	0.000000000000000
-9.0	15	0.352997379470331	0.000000000000000	0.396083415168220	0.000000000000000	0.483197800185300	0.000000000000000	0.589455842040089	0.000000000000000	0.671181383345507	0.000000000000000	0.756060820335040	0.000000000000000	0.841794204537898	0.000000000000000	0.965553554016712	0.000000000000000	1.088782842443922	0.000000000000000	1.202887517405708	0.000000000000000	1.288414267796800	0.000000000000000	1.442964432148021	0.000000000000000	1.559519449543407	0.000000000000000	1.582602396732730	0.000000000000000	1.570080674910609	0.000000000000000	1.432734890228170	0.000000000000000	1.285636040979242	0.000000000000000	1.195909542980900	0.000000000000000	1.090541377116362	0.000000000000000	0.995728004220750	0.000000000000000	0.894358109497858	0.000000000000000	0.770397191135898	0.000000000000000	0.662176698806853	0.000000000000000	0.573475779705349	0.000000000000000	0.511693789391869	0.000000000000000	0.437000131351253	0.000000000000000	0.372673963604855
-9.5	14	0.000000000000000	0.366463683656520	0.000000000000000	0.394017708052721	0.000000000000000	0.471766009998188	0.000000000000000	0.548279548494979	0.000000000000000	0.624033172816983	0.000000000000000	0.715805266876082	0.000000000000000	0.813572655634142	0.000000000000000	0.890685795249595	0.000000000000000	0.995268311719026	0.000000000000000	1.069247277788012	0.000000000000000	1.173255105875972	0.000000000000000	1.367230778652453	0.000000000000000	1.388922726873663	0.000000000000000	1.423907857759590	0.000000000000000	1.386735625539600	0.000000000000000	1.199411393759299	0.000000000000000	1.103522369126449	0.000000000000000	1.007631498471667	0.000000000000000	0.926809826647315	0.000000000000000	0.826393480818497	0.000000000000000	0.723667226745605	0.000000000000000	0.631610003723883	0.000000000000000	0.546618830574639	0.000000000000000	0.472136049757314	0.000000000000000	0.416532668922641	0.000000000000000	0.369891157525083	0.000000000000000
-10.0	13	0.000000000000000	0.000000000000000	0.350334314295975	0.000000000000000	0.391954879837378	0.000000000000000	0.468720233842175	0.000000000000000	0.504611796277198	0.000000000000000	0.568602363413288	0.000000000000000	0.650108494238599	0.000000000000000	0.711310724191177	0.000000000000000	0.791561572969677	0.000000000000000	0.844364808388751	0.000000000000000	0.920706171368424	0.000000000000000	1.072964731229267	0.000000000000000	1.159476260672213	0.000000000000000	1.161594243229225	0.000000000000000	1.151496939072852	0.000000000000000	1.046352700540224	0.000000000000000	0.933925068992275	0.000000000000000	0.871339105656355	0.000000000000000	0.832976250973269	0.000000000000000	0.762584828624887	0.000000000000000	0.669588636000099	0.000000000000000	0.590699990320457	0.000000000000000	0.518126925553730	0.000000000000000	0.472017640114548	0.000000000000000	0.401533908660131	0.000000000000000	0.364818057110313	0.000000000000000	0.000000000000000
-10.5	12	0.000000000000000	0.000000000000000	0.000000000000000	0.340018928524925	0.000000000000000	0.361653928054043	0.000000000000000	0.436485829780856	0.000000000000000	0.509145213240702	0.000000000000000	0.539561272900247	0.000000000000000	0.598655774750159	0.000000000000000	0.660335558414618	0.000000000000000	0.737607175538735	0.000000000000000	0.794462048864579	0.000000000000000	0.862542042176492	0.000000000000000	1.035718728253688	0.000000000000000	1.054210986787772	0.000000000000000	1.068392669192642	0.000000000000000	1.052850114728909	0.000000000000000	0.860525189765345	0.000000000000000	0.799627145737691	0.000000000000000	0.737873806637050	0.000000000000000	0.686578857763077	0.000000000000000	0.619939770388886	0.000000000000000	0.559407946366688	0.000000000000000	0.498155452838587	0.000000000000000	0.442141227909903	0.000000000000000	0.405091810632538	0.000000000000000	0.353401885757328	0.000000000000000	0.000000000000000	0.000000000000000
