3.0	39	18.384456889860480	0.000000000000000	94.074476719714200	0.000000000000000	98.632556218714260	0.000000000000000	101.358202406980040	0.000000000000000	101.704284236216980	0.000000000000000	101.897552409422380	0.000000000000000	101.965246859373040	0.000000000000000	102.079030038084300	0.000000000000000	101.907215941808160	0.000000000000000	102.237275869540400	0.000000000000000	102.470179364236540	0.000000000000000	102.634752471251880	0.000000000000000	102.160398265640900	0.000000000000000	102.053237858262640	0.000000000000000	102.216541569360480	0.000000000000000	102.343787464855120	0.000000000000000	102.263345020034540	0.000000000000000	102.452873705411640	0.000000000000000	102.230843054194660	0.000000000000000	101.846195111405940	0.000000000000000	100.828339127280000	0.000000000000000	102.443137740930900	0.000000000000000	101.622523830215340	0.000000000000000	101.089854824239040	0.000000000000000	98.697836724027520	0.000000000000000	94.736989683078640	0.000000000000000	20.205643079504480
2.5	38	0.000000000000000	66.314023633577760	0.000000000000000	97.353142016668720	0.000000000000000	99.754334631149240	0.000000000000000	101.120510138225260	0.000000000000000	101.434045869873380	0.000000000000000	101.805451540001900	0.000000000000000	101.616622392957860	0.000000000000000	101.463363774703780	0.000000000000000	101.998532090052840	0.000000000000000	102.195105788030760	0.000000000000000	101.781836822075840	0.000000000000000	101.653903220833500	0.000000000000000	101.098447817728380	0.000000000000000	101.212378630964960	0.000000000000000	101.479505628584340	0.000000000000000	101.706248370185780	0.000000000000000	102.042451220358300	0.000000000000000	101.963870671574180	0.000000000000000	101.855584146234020	0.000000000000000	101.387113807984360	0.000000000000000	101.833380369526860	0.000000000000000	101.122448211634160	0.000000000000000	101.539081845938040	0.000000000000000	99.606267347146040	0.000000000000000	97.851443678517240	0.000000000000000	72.015337027324200	0.000000000000000
2.0	37	18.412516005318760	0.000000000000000	94.031246829592380	0.000000000000000	99.604447735565360	0.000000000000000	101.160982759222300	0.000000000000000	101.873933773610880	0.000000000000000	101.947259100212340	0.000000000000000	101.913319635813140	0.000000000000000	101.897113614551660	0.000000000000000	102.280295862378800	0.000000000000000	102.718585551520960	0.000000000000000	102.172341534620380	0.000000000000000	102.053751731431340	0.000000000000000	101.723372313831240	0.000000000000000	101.639427813561240	0.000000000000000	101.220527091537440	0.000000000000000	101.897578727118220	0.000000000000000	102.156383683578900	0.000000000000000	102.083458201300760	0.000000000000000	102.370839458385520	0.000000000000000	101.739928520921660	0.000000000000000	102.137067413903900	0.000000000000000	101.171420869313980	0.000000000000000	102.076049069510020	0.000000000000000	100.923830397409040	0.000000000000000	99.253094235877460	0.000000000000000	94.498617981499400	0.000000000000000	21.010853161884190
1.5	36	0.000000000000000	64.985877920894720	0.000000000000000	97.450432174715960	0.000000000000000	99.638929945184620	0.000000000000000	101.402356438301580	0.000000000000000	101.283360967700560	0.000000000000000	101.480878840149920	0.000000000000000	101.277570640503680	0.000000000000000	101.709681656648200	0.000000000000000	101.997447165943260	0.000000000000000	101.934926693518420	0.000000000000000	101.753112812591900	0.000000000000000	101.179909640771380	0.000000000000000	100.540625082280960	0.000000000000000	100.395605394177040	0.000000000000000	100.872945320090940	0.000000000000000	101.310024056231860	0.000000000000000	101.537301172884960	0.000000000000000	101.720378351181200	0.000000000000000	101.686556127312220	0.000000000000000	101.439224640941260	0.000000000000000	101.146092402765340	0.000000000000000	100.984384187243980	0.000000000000000	101.004908510384380	0.000000000000000	100.225941460567940	0.000000000000000	97.009410164626060	0.000000000000000	71.425823618993780	0.000000000000000
1.0	35	18.633999105933760	0.000000000000000	94.266505197173720	0.000000000000000	99.574049824594520	0.000000000000000	101.478475276503540	0.000000000000000	101.680577492242060	0.000000000000000	102.023219965111220	0.000000000000000	101.314941625307360	0.000000000000000	101.884819532647860	0.000000000000000	102.081370341198000	0.000000000000000	102.092625762090640	0.000000000000000	102.003100493736160	0.000000000000000	101.356288527412220	0.000000000000000	100.949293599604120	0.000000000000000	100.642232809514600	0.000000000000000	101.086656729649160	0.000000000000000	101.076201284536320	0.000000000000000	101.494962449490140	0.000000000000000	101.596288509519740	0.000000000000000	102.042176064898660	0.000000000000000	102.005005199110340	0.000000000000000	100.597549801523980	0.000000000000000	101.807518168162600	0.000000000000000	101.429263941580060	0.000000000000000	101.657375190837440	0.000000000000000	99.408484698451580	0.000000000000000	95.084017709294940	0.000000000000000	19.883033516523360
0.5	34	0.000000000000000	64.822917140759300	0.000000000000000	96.849862386966860	0.000000000000000	100.097402701525760	0.000000000000000	101.186869059010340	0.000000000000000	101.596304624713000	0.000000000000000	101.464989467517620	0.000000000000000	101.584007484157060	0.000000000000000	102.118293315675820	0.000000000000000	101.791043045491340	0.000000000000000	101.922135420982440	0.000000000000000	101.554139431866540	0.000000000000000	100.518430715727260	0.000000000000000	100.256305341888340	0.000000000000000	100.044705510590420	0.000000000000000	100.113004243834540	0.000000000000000	100.927870476831060	0.000000000000000	101.682207892467240	0.000000000000000	101.717685377037160	0.000000000000000	101.650741594737380	0.000000000000000	101.031109413778560	0.000000000000000	101.358828770533540	0.000000000000000	100.817380736579960	0.000000000000000	101.474566775849620	0.000000000000000	99.797640713876820	0.000000000000000	97.661027302058960	0.000000000000000	71.298853298836800	0.000000000000000
0.0	33	18.425732769296570	0.000000000000000	93.381458268813980	0.000000000000000	99.681960967336380	0.000000000000000	101.246171526790600	0.000000000000000	101.808295705012140	0.000000000000000	101.218258972943060	0.000000000000000	101.648193038724900	0.000000000000000	101.976157688111120	0.000000000000000	102.044258868336680	0.000000000000000	102.472187550188840	0.000000000000000	101.885494819450720	0.000000000000000	101.192346770970780	0.000000000000000	100.834332621458600	0.000000000000000	100.724552745945920	0.000000000000000	100.822414129241840	0.000000000000000	100.836987953260960	0.000000000000000	101.756755557987560	0.000000000000000	101.749527646409060	0.000000000000000	102.285451518264120	0.000000000000000	101.498525224507740	0.000000000000000	101.424413625489920	0.000000000000000	101.159976187144520	0.000000000000000	101.961302730424840	0.000000000000000	100.983166356776060	0.000000000000000	99.608497172077640	0.000000000000000	94.862147395382500	0.000000000000000	20.311795266469190
-0.5	32	0.000000000000000	65.360814316724240	0.000000000000000	97.451350651351400	0.000000000000000	100.146725958356240	0.000000000000000	101.167833599117080	0.000000000000000	101.146536041327140	0.000000000000000	101.649309845988800	0.000000000000000	101.778127417283200	0.000000000000000	101.738164414969920	0.000000000000000	102.045742726040520	0.000000000000000	101.733661442860500	0.000000000000000	100.860529247492360	0.000000000000000	100.558500693213140	0.000000000000000	100.256955747118460	0.000000000000000	100.498820496486640	0.000000000000000	100.292659573840580	0.000000000000000	101.135246562768480	0.000000000000000	101.645594946359160	0.000000000000000	101.458982203819640	0.000000000000000	101.138463697272640	0.000000000000000	101.398518894894980	0.000000000000000	100.876485761158940	0.000000000000000	101.392959024986720	0.000000000000000	101.270886489483560	0.000000000000000	100.138136434323580	0.000000000000000	97.365891304546100	0.000000000000000	71.718710284843980	0.000000000000000
-1.0	31	18.599288755784360	0.000000000000000	94.232874531562860	0.000000000000000	98.859952522641340	0.000000000000000	101.436408084215040	0.000000000000000	101.538096654118620	0.000000000000000	101.735350442494560	0.000000000000000	102.180739392294380	0.000000000000000	102.238934316061380	0.000000000000000	102.355925246745220	0.000000000000000	101.928613385884640	0.000000000000000	101.672765754606720	0.000000000000000	101.669782235929180	0.000000000000000	100.787238421583600	0.000000000000000	100.836256515229640	0.000000000000000	100.605019202556000	0.000000000000000	101.175323123462460	0.000000000000000	102.245814404518920	0.000000000000000	101.947544761905240	0.000000000000000	102.069083534072120	0.000000000000000	101.799936020171720	0.000000000000000	101.445324753099040	0.000000000000000	101.903415831138100	0.000000000000000	101.828193772139420	0.000000000000000	101.161038114347200	0.000000000000000	99.234432776676980	0.000000000000000	95.192432339265360	0.000000000000000	19.530204268319000
-1.5	30	0.000000000000000	65.545829451722340	0.000000000000000	97.543508837484180	0.000000000000000	100.127656400395420	0.000000000000000	101.264245843710600	0.000000000000000	101.479354285007540	0.000000000000000	101.806199454711620	0.000000000000000	101.503310307496600	0.000000000000000	101.874002464246240	0.000000000000000	101.733407808161360	0.000000000000000	101.145579647093640	0.000000000000000	101.260096323582380	0.000000000000000	101.347328545909480	0.000000000000000	100.627664226507760	0.000000000000000	101.026141120976240	0.000000000000000	100.814393707500500	0.000000000000000	101.363627283110400	0.000000000000000	101.637698559906340	0.000000000000000	101.536009128969420	0.000000000000000	101.273845596011080	0.000000000000000	101.107865390502000	0.000000000000000	101.378009396638440	0.000000000000000	100.981974091328480	0.000000000000000	101.379596021081620	0.000000000000000	99.575924695887820	0.000000000000000	97.222950346220940	0.000000000000000	70.781199517844360	0.000000000000000
-2.0	29	18.870685174097940	0.000000000000000	94.090413414021840	0.000000000000000	99.545516564264040	0.000000000000000	101.201731952038800	0.000000000000000	101.612211778303060	0.000000000000000	101.778455955294600	0.000000000000000	101.941418196270540	0.000000000000000	101.755539688159380	0.000000000000000	101.765518263547720	0.000000000000000	101.786129877722840	0.000000000000000	101.638926110417560	0.000000000000000	101.539939301880020	0.000000000000000	101.504451800926100	0.000000000000000	101.340249856702900	0.000000000000000	101.040120346169320	0.000000000000000	101.615449669362940	0.000000000000000	102.226377741849060	0.000000000000000	101.736577558349560	0.000000000000000	101.913396098960900	0.000000000000000	101.466964065702720	0.000000000000000	101.687704714932020	0.000000000000000	100.849984196880020	0.000000000000000	101.649860651215780	0.000000000000000	101.149484326472580	0.000000000000000	99.425498180362760	0.000000000000000	94.546960400536300	0.000000000000000	19.717555671960310
-2.5	28	0.000000000000000	67.121295736842960	0.000000000000000	97.179586516776960	0.000000000000000	99.722970074830320	0.000000000000000	100.908729180193560	0.000000000000000	101.597760322183480	0.000000000000000	101.645561529293740	0.000000000000000	101.789616773861880	0.000000000000000	101.063389997559620	0.000000000000000	101.493799792671280	0.000000000000000	101.651908695784540	0.000000000000000	101.573227329794780	0.000000000000000	101.172281528391840	0.000000000000000	101.416266185771640	0.000000000000000	101.023713238021520	0.000000000000000	101.537667682205300	0.000000000000000	101.492655230989040	0.000000000000000	102.013556512604460	0.000000000000000	101.454767167014340	0.000000000000000	100.979887775652080	0.000000000000000	101.178607682263720	0.000000000000000	101.120903225050200	0.000000000000000	101.241178100327440	0.000000000000000	100.461599764497560	0.000000000000000	99.557662099212780	0.000000000000000	97.059297209543800	0.000000000000000	69.614629100439020	0.000000000000000
-3.0	27	18.495328932058680	0.000000000000000	93.913024454930060	0.000000000000000	99.071338405410880	0.000000000000000	100.691186495382260	0.000000000000000	102.131782356926360	0.000000000000000	102.020113300716780	0.000000000000000	101.687533235586920	0.000000000000000	100.907579888680700	0.000000000000000	101.492192010503240	0.000000000000000	101.822798426702700	0.000000000000000	102.120449081498160	0.000000000000000	101.922830268888300	0.000000000000000	102.106408058277120	0.000000000000000	102.009431853442600	0.000000000000000	102.045220145761640	0.000000000000000	102.189880131268900	0.000000000000000	102.159022240767360	0.000000000000000	101.716506920039440	0.000000000000000	101.734032700894880	0.000000000000000	101.463598156462540	0.000000000000000	101.363114265006880	0.000000000000000	101.639153402098140	0.000000000000000	101.178221783574000	0.000000000000000	101.041131396584000	0.000000000000000	99.384834296809880	0.000000000000000	93.966058526246680	0.000000000000000	19.744739680326970
-3.5	26	0.000000000000000	66.459679123802700	0.000000000000000	96.729660182186060	0.000000000000000	99.240651573789540	0.000000000000000	101.096430572704740	0.000000000000000	101.766444021839460	0.000000000000000	101.497430916526960	0.000000000000000	101.209451776052020	0.000000000000000	101.045749969414720	0.000000000000000	101.508558135387240	0.000000000000000	101.702267571788760	0.000000000000000	101.376327914681140	0.000000000000000	101.627884881334160	0.000000000000000	101.774969439170680	0.000000000000000	101.760401864257940	0.000000000000000	101.493338659229900	0.000000000000000	101.352396812073240	0.000000000000000	101.473639245588320	0.000000000000000	101.107836667213780	0.000000000000000	100.901042801769740	0.000000000000000	100.808448564530640	0.000000000000000	101.489391604756720	0.000000000000000	101.030994385299360	0.000000000000000	100.734471829259740	0.000000000000000	99.505815880705940	0.000000000000000	96.808717418451560	0.000000000000000	69.055914356483980	0.000000000000000
-4.0	25	18.468415298493520	0.000000000000000	93.029766691865680	0.000000000000000	98.863530655779860	0.000000000000000	100.150558730637660	0.000000000000000	101.988011255511420	0.000000000000000	101.824315726404620	0.000000000000000	101.618829639123180	0.000000000000000	101.082679968436900	0.000000000000000	101.614856514097120	0.000000000000000	101.682861373050440	0.000000000000000	101.626832348238500	0.000000000000000	102.232529734876080	0.000000000000000	101.902415573474180	0.000000000000000	102.110977970519780	0.000000000000000	101.915642032572640	0.000000000000000	101.792884752022340	0.000000000000000	101.734041623764820	0.000000000000000	101.465683963140980	0.000000000000000	101.480233761982640	0.000000000000000	101.537255893608000	0.000000000000000	100.275964821403100	0.000000000000000	102.123813944021100	0.000000000000000	101.595040489578320	0.000000000000000	100.061841986474260	0.000000000000000	98.773762937587640	0.000000000000000	93.990500587704280	0.000000000000000	19.586745883216170
-4.5	24	0.000000000000000	65.956183064701460	0.000000000000000	96.392293171360360	0.000000000000000	99.435236179793400	0.000000000000000	101.014118253024520	0.000000000000000	101.716982512189140	0.000000000000000	101.452097453955300	0.000000000000000	101.272693038567000	0.000000000000000	100.775518388050060	0.000000000000000	101.266853364363620	0.000000000000000	101.425145526055080	0.000000000000000	101.191904948122640	0.000000000000000	101.346195330293720	0.000000000000000	101.731115168422940	0.000000000000000	101.581424806845940	0.000000000000000	101.684162426182420	0.000000000000000	101.351403203578040	0.000000000000000	100.995397367492740	0.000000000000000	101.160639837348280	0.000000000000000	101.264281015377060	0.000000000000000	101.250941623392660	0.000000000000000	101.051205623763600	0.000000000000000	101.346342868993140	0.000000000000000	100.904953145712860	0.000000000000000	98.815870590408900	0.000000000000000	96.219815338011620	0.000000000000000	69.549006978346140	0.000000000000000
-5.0	23	18.496727939774090	0.000000000000000	93.520812584529960	0.000000000000000	98.938614043393720	0.000000000000000	100.839497390287880	0.000000000000000	102.081451088079960	0.000000000000000	101.847329006244000	0.000000000000000	101.775350461958320	0.000000000000000	101.522949101245400	0.000000000000000	101.971097155194760	0.000000000000000	101.432449766217480	0.000000000000000	101.332841954677240	0.000000000000000	101.048576803453180	0.000000000000000	101.847781925523880	0.000000000000000	101.867138155740500	0.000000000000000	102.280322149969740	0.000000000000000	101.697870941006460	0.000000000000000	101.622590350158540	0.000000000000000	101.403289944915040	0.000000000000000	101.639747851707220	0.000000000000000	101.648344188962860	0.000000000000000	101.629869111947700	0.000000000000000	101.916973474478220	0.000000000000000	101.744361119636120	0.000000000000000	99.611820922942620	0.000000000000000	98.226008240197500	0.000000000000000	93.565212911978860	0.000000000000000	19.435476108246470
-5.5	22	0.000000000000000	65.520654098949760	0.000000000000000	96.736838377200900	0.000000000000000	99.478881224696240	0.000000000000000	100.872757261265440	0.000000000000000	101.206112224557080	0.000000000000000	101.201011247401220	0.000000000000000	101.227259506625640	0.000000000000000	100.596205954871620	0.000000000000000	101.017606927011960	0.000000000000000	100.810956706596600	0.000000000000000	101.149862852905520	0.000000000000000	101.136671383654880	0.000000000000000	101.043640431707720	0.000000000000000	101.529198892533140	0.000000000000000	100.866247021577680	0.000000000000000	101.182641619906920	0.000000000000000	100.851634486874240	0.000000000000000	101.137002722599100	0.000000000000000	101.246867368747140	0.000000000000000	100.963132324754080	0.000000000000000	101.512178080837080	0.000000000000000	101.270685983086180	0.000000000000000	100.493117346162120	0.000000000000000	98.718395199508700	0.000000000000000	96.438179510936740	0.000000000000000	67.645874947422360	0.000000000000000
-6.0	21	18.412762400458870	0.000000000000000	93.815240668820200	0.000000000000000	98.720368450024260	0.000000000000000	100.255425899564720	0.000000000000000	100.959043196803720	0.000000000000000	101.709112377352720	0.000000000000000	101.918367142578320	0.000000000000000	102.057609350665800	0.000000000000000	101.507461865135520	0.000000000000000	101.555559965582180	0.000000000000000	101.416462112129120	0.000000000000000	101.580653059165580	0.000000000000000	101.538283142201040	0.000000000000000	101.755065588274000	0.000000000000000	100.952413027493120	0.000000000000000	101.610659883822960	0.000000000000000	101.220314421253640	0.000000000000000	101.328613094891340	0.000000000000000	101.768087007335540	0.000000000000000	102.223088828823840	0.000000000000000	102.019843848022460	0.000000000000000	100.839678092880660	0.000000000000000	100.986568959248040	0.000000000000000	100.391221082016420	0.000000000000000	98.465035018395240	0.000000000000000	93.221126916587400	0.000000000000000	18.529139620722180
-6.5	20	0.000000000000000	65.800869579159280	0.000000000000000	96.813706538645000	0.000000000000000	98.369381059835780	0.000000000000000	100.148901108579740	0.000000000000000	100.725754992294580	0.000000000000000	101.462510076315740	0.000000000000000	101.568584058648640	0.000000000000000	101.024873425759060	0.000000000000000	101.501337653707260	0.000000000000000	101.322785889637820	0.000000000000000	100.841465962902980	0.000000000000000	100.758646871252600	0.000000000000000	101.148768013826420	0.000000000000000	100.684204024589780	0.000000000000000	101.069263628564460	0.000000000000000	101.064617503513140	0.000000000000000	101.153095863840360	0.000000000000000	101.376742808837940	0.000000000000000	101.611895810532320	0.000000000000000	101.060963306096440	0.000000000000000	101.313784946192300	0.000000000000000	100.968817635552100	0.000000000000000	100.104348605681240	0.000000000000000	98.498490913740120	0.000000000000000	96.283667916074940	0.000000000000000	66.992760392666340	0.000000000000000
-7.0	19	18.728838677314820	0.000000000000000	93.934650422683060	0.000000000000000	98.267259875513880	0.000000000000000	99.352145760782060	0.000000000000000	100.603141542503180	0.000000000000000	101.266849497169160	0.000000000000000	102.007681616763200	0.000000000000000	101.571971208183520	0.000000000000000	101.815829972813240	0.000000000000000	101.359306387379080	0.000000000000000	101.545831697091880	0.000000000000000	100.755816975198160	0.000000000000000	101.273633617557020	0.000000000000000	101.528911699261180	0.000000000000000	101.942434093589660	0.000000000000000	101.122072167738040	0.000000000000000	101.381005074524220	0.000000000000000	101.557479501776280	0.000000000000000	102.071008936522500	0.000000000000000	101.228591606682820	0.000000000000000	101.776247679560520	0.000000000000000	101.563670455680220	0.000000000000000	101.024383192730660	0.000000000000000	99.878615401304060	0.000000000000000	98.227128130134960	0.000000000000000	93.529973978574640	0.000000000000000	18.586559308311460
-7.5	18	0.000000000000000	67.601210638995060	0.000000000000000	96.180197183821940	0.000000000000000	98.319620586158720	0.000000000000000	99.907186316162260	0.000000000000000	100.037263486515280	0.000000000000000	100.943863014707540	0.000000000000000	100.788227078253420	0.000000000000000	101.514720943670480	0.000000000000000	100.995513803908020	0.000000000000000	101.047789917036560	0.000000000000000	100.916787264545600	0.000000000000000	100.680812257879120	0.000000000000000	101.136458949225100	0.000000000000000	101.159739633995380	0.000000000000000	101.299814413098820	0.000000000000000	101.192572845592900	0.000000000000000	101.124392030645820	0.000000000000000	101.509046197303760	0.000000000000000	101.239155970802460	0.000000000000000	101.459813937455660	0.000000000000000	101.499447727789780	0.000000000000000	100.329363122441740	0.000000000000000	99.689650399591700	0.000000000000000	98.120022926239540	0.000000000000000	95.752376609058060	0.000000000000000	68.550230317099280	0.000000000000000
-8.0	17	18.189252406783750	0.000000000000000	93.455830605531480	0.000000000000000	97.925440383280240	0.000000000000000	98.616150196875560	0.000000000000000	100.140171870771960	0.000000000000000	101.313956889136300	0.000000000000000	101.326530327852600	0.000000000000000	102.017417807101520	0.000000000000000	100.608213619267080	0.000000000000000	101.621313955499140	0.000000000000000	101.787518368473840	0.000000000000000	101.470550799597120	0.000000000000000	101.232021157862420	0.000000000000000	102.050324634558640	0.000000000000000	101.225814488223840	0.000000000000000	101.422711670296260	0.000000000000000	101.395350665786000	0.000000000000000	101.751035594640880	0.000000000000000	101.320029457263540	0.000000000000000	101.673638754469100	0.000000000000000	101.484449114912200	0.000000000000000	100.856356078502580	0.000000000000000	99.401732713048160	0.000000000000000	99.380538634753980	0.000000000000000	97.794867583304900	0.000000000000000	93.337949876071800	0.000000000000000	18.689436404937270
-8.5	16	0.000000000000000	67.525466436154080	0.000000000000000	95.441409811804400	0.000000000000000	97.414673284380140	0.000000000000000	98.514852130073220	0.000000000000000	100.126487121653400	0.000000000000000	99.903065024337340	0.000000000000000	100.791899534558240	0.000000000000000	100.710221410486940	0.000000000000000	101.060194615922440	0.000000000000000	101.348683876384300	0.000000000000000	101.043622402263780	0.000000000000000	100.729451784929460	0.000000000000000	101.160559872149440	0.000000000000000	100.646552228123740	0.000000000000000	100.906512792228360	0.000000000000000	101.033529122096520	0.000000000000000	100.998363812686660	0.000000000000000	101.050278151775800	0.000000000000000	101.266070474247520	0.000000000000000	101.087541533149500	0.000000000000000	100.442531318131320	0.000000000000000	100.017014000505560	0.000000000000000	99.321435584163940	0.000000000000000	97.819279707409200	0.000000000000000	95.577539847447960	0.000000000000000	65.890939075804540	0.000000000000000
-9.0	15	18.074537024984880	0.000000000000000	92.935623907854900	0.000000000000000	96.876167820759480	0.000000000000000	98.792780013008320	0.000000000000000	99.906246688634280	0.000000000000000	100.048217850385920	0.000000000000000	100.568021634468560	0.000000000000000	100.255303209224260	0.000000000000000	101.045855109273240	0.000000000000000	101.751695629771240	0.000000000000000	101.323054426583040	0.000000000000000	100.428523148632160	0.000000000000000	100.915183798767860	0.000000000000000	101.117285192934740	0.000000000000000	101.180216870122260	0.000000000000000	101.173545264426820	0.000000000000000	101.306156042805080	0.000000000000000	101.101830876966440	0.000000000000000	101.059274219674780	0.000000000000000	101.248608066354000	0.000000000000000	100.599151050385060	0.000000000000000	99.934191372875960	0.000000000000000	100.051069599302760	0.000000000000000	98.544847248892340	0.000000000000000	97.205225662937240	0.000000000000000	92.667895494597860	0.000000000000000	17.585719404483580
-9.5	14	0.000000000000000	66.718867319352780	0.000000000000000	94.982993650387820	0.000000000000000	97.228461901795660	0.000000000000000	98.803766527065960	0.000000000000000	98.523395022353900	0.000000000000000	99.522755978680880	0.000000000000000	99.664648369219400	0.000000000000000	99.950908618348400	0.000000000000000	100.204590030849980	0.000000000000000	100.355579721762860	0.000000000000000	100.363607187473080	0.000000000000000	100.675029020121860	0.000000000000000	100.178031100939660	0.000000000000000	100.314597058993060	0.000000000000000	100.707731074489900	0.000000000000000	100.660440808875240	0.000000000000000	100.272392825701640	0.000000000000000	100.531853970454620	0.000000000000000	100.344354426155320	0.000000000000000	99.828798486345140	0.000000000000000	99.430182685813480	0.000000000000000	99.016507380793760	0.000000000000000	98.750310190314940	0.000000000000000	97.190486859451780	0.000000000000000	95.472683011761840	0.000000000000000	65.403210773037700	0.000000000000000
-10.0	13	0.000000000000000	0.000000000000000	91.973977772786560	0.000000000000000	96.125500540207760	0.000000000000000	98.257877112010300	0.000000000000000	98.601968573541820	0.000000000000000	99.109538856919960	0.000000000000000	99.225553613779100	0.000000000000000	99.341961646602080	0.000000000000000	99.689847874964180	0.000000000000000	98.893773725829960	0.000000000000000	99.891058465896360	0.000000000000000	100.247519056349900	0.000000000000000	99.455638480845340	0.000000000000000	99.868788577925920	0.000000000000000	100.059773709243380	0.000000000000000	99.799304831396100	0.000000000000000	99.926690913468940	0.000000000000000	100.052531938433180	0.000000000000000	100.232360367536520	0.000000000000000	99.686368588397960	0.000000000000000	99.154963912169460	0.000000000000000	99.125177477643000	0.000000000000000	98.116527359529060	0.000000000000000	97.668094857192140	0.000000000000000	96.457683427926080	0.000000000000000	92.045213389333100	0.000000000000000	0.000000000000000
-10.5	12	0.000000000000000	0.000000000000000	0.000000000000000	93.818919700581540	0.000000000000000	96.317252115813280	0.000000000000000	96.815840835864800	0.000000000000000	97.811782458630440	0.000000000000000	97.792831041357040	0.000000000000000	97.828848695249980	0.000000000000000	98.198069340874060	0.000000000000000	98.235058842568160	0.000000000000000	98.450001091478620	0.000000000000000	99.078855511856880	0.000000000000000	98.554728641962880	0.000000000000000	98.409313618271260	0.000000000000000	98.846332354293760	0.000000000000000	98.941489522964420	0.000000000000000	98.588765557329000	0.000000000000000	98.573770823570220	0.000000000000000	98.063900861178040	0.000000000000000	98.199788800135160	0.000000000000000	98.147472130072520	0.000000000000000	98.081351385079120	0.000000000000000	97.720120966734460	0.000000000000000	97.283133981732280	0.000000000000000	96.483073468070740	0.000000000000000	94.128744753219760	0.000000000000000	0.000000000000000	0.000000000000000
-11.0	11	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	95.174765104337680	0.000000000000000	96.053614104981280	0.000000000000000	97.061473689330020	0.000000000000000	97.340440239147100	0.000000000000000	97.698714414798000	0.000000000000000	97.918701015260320	0.000000000000000	96.741093667837240	0.000000000000000	97.748071139761220	0.000000000000000	98.097911218146560	0.000000000000000	98.119208051222160	0.000000000000000	98.027324527286160	0.000000000000000	98.054777928775300	0.000000000000000	98.376093654360840	0.000000000000000	98.181204646371300	0.000000000000000	97.933402621846560	0.000000000000000	98.274822237356280	0.000000000000000	97.830934839377500	0.000000000000000	97.761621258129120	0.000000000000000	97.563775755772560	0.000000000000000	97.387166741788200	0.000000000000000	97.231026994271400	0.000000000000000	96.603965510477840	0.000000000000000	94.923813030955060	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-11.5	10	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	93.683235429028100	0.000000000000000	94.597395819790640	0.000000000000000	94.743611319334500	0.000000000000000	95.077886708486480	0.000000000000000	95.425385277443680	0.000000000000000	95.009973334059900	0.000000000000000	95.497580946627020	0.000000000000000	96.028716683293460	0.000000000000000	95.757888144938740	0.000000000000000	95.762188313701420	0.000000000000000	95.997728339894620	0.000000000000000	96.038366190386520	0.000000000000000	95.712411287327920	0.000000000000000	96.091838077416520	0.000000000000000	95.870834862775020	0.000000000000000	95.244405044206680	0.000000000000000	95.672242666316100	0.000000000000000	95.681482595816000	0.000000000000000	95.472565238124520	0.000000000000000	95.229697049441620	0.000000000000000	94.691165030719920	0.000000000000000	94.083534133626580	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-12.0	9	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	90.457503872756340	0.000000000000000	91.091640117756460	0.000000000000000	90.591584723346940	0.000000000000000	91.628103383343420	0.000000000000000	91.758010537126120	0.000000000000000	91.590678319957980	0.000000000000000	92.009839681223180	0.000000000000000	91.660286476932380	0.000000000000000	91.822990786637540	0.000000000000000	92.127541053868660	0.000000000000000	91.819416946812500	0.000000000000000	91.683230365045420	0.000000000000000	91.520101028783820	0.000000000000000	92.526374180063500	0.000000000000000	92.231900938217540	0.000000000000000	92.362515988440720	0.000000000000000	92.079500321337980	0.000000000000000	92.196760680013780	0.000000000000000	91.918523610332480	0.000000000000000	91.872123712052840	0.000000000000000	91.196232787151880	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-12.5	8	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	37.887493067417520	0.000000000000000	39.733868365963080	0.000000000000000	38.982354070368180	0.000000000000000	40.313794591681820	0.000000000000000	41.425818130155400	0.000000000000000	41.389083035970100	0.000000000000000	40.720622726722090	0.000000000000000	41.108501587977380	0.000000000000000	41.514866828052000	0.000000000000000	41.774028937394960	0.000000000000000	43.073798768963320	0.000000000000000	42.887080126223540	0.000000000000000	44.669369176450670	0.000000000000000	43.775548126517540	0.000000000000000	44.589246218049300	0.000000000000000	45.120246915878960	0.000000000000000	45.584304993397700	0.000000000000000	45.225346226965160	0.000000000000000	46.433285835936360	0.000000000000000	45.763807248786040	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
