-12.0	9	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	13260.337791128686000	0.000000000000000	14796.262307957334000	0.000000000000000	14653.123218024102000	0.000000000000000	15686.866030355822000	0.000000000000000	18302.227201984880000	0.000000000000000	18908.902540017070000	0.000000000000000	19964.455169893470000	0.000000000000000	21766.073870544840000	0.000000000000000	28716.976855626180000	0.000000000000000	30797.013619489730000	0.000000000000000	30674.029725962720000	0.000000000000000	29362.025847769130000	0.000000000000000	24771.018600375070000	0.000000000000000	22646.686638106810000	0.000000000000000	20772.451857352210000	0.000000000000000	20760.284235606500000	0.000000000000000	19486.619776607700000	0.000000000000000	18859.274029310380000	0.000000000000000	16144.659379620652000	0.000000000000000	15726.474064354818000	0.000000000000000	13423.388912734558000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-12.5	8	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	12604.796821776854000	0.000000000000000	12771.000642436156000	0.000000000000000	13880.750085046790000	0.000000000000000	15786.990384578622000	0.000000000000000	16838.045092811030000	0.000000000000000	18983.153365975890000	0.000000000000000	19666.584587709820000	0.000000000000000	20932.456821401580000	0.000000000000000	27382.917938897380000	0.000000000000000	27346.881047607860000	0.000000000000000	27054.006425320020000	0.000000000000000	26609.535938430780000	0.000000000000000	21720.172131889020000	0.000000000000000	19588.496889173830000	0.000000000000000	19089.477548645220000	0.000000000000000	17151.850623491990000	0.000000000000000	16043.375437368364000	0.000000000000000	16089.857904918078000	0.000000000000000	13957.544804386064000	0.000000000000000	12366.711555647586000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-13.0	7	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	11210.148959953628000	0.000000000000000	10939.994745531242000	0.000000000000000	14136.499584760028000	0.000000000000000	13726.142103614458000	0.000000000000000	14492.975368070786000	0.000000000000000	16069.006519028512000	0.000000000000000	18462.580948856630000	0.000000000000000	21326.553414795480000	0.000000000000000	24944.022696543430000	0.000000000000000	24535.569941293880000	0.000000000000000	25080.681039289740000	0.000000000000000	22842.141692429150000	0.000000000000000	18397.808486982650000	0.000000000000000	15992.152445479164000	0.000000000000000	16047.615899571568000	0.000000000000000	15564.018453977022000	0.000000000000000	15649.367680277292000	0.000000000000000	14231.000496262868000	0.000000000000000	12870.295021559200000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-13.5	6	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	11310.939954166626000	0.000000000000000	11780.475071461572000	0.000000000000000	12344.510666483604000	0.000000000000000	13432.139906737354000	0.000000000000000	14486.921990253290000	0.000000000000000	15172.997055611366000	0.000000000000000	17420.890706899630000	0.000000000000000	22679.887438774770000	0.000000000000000	23617.702611178690000	0.000000000000000	23907.501881477110000	0.000000000000000	21934.331059113540000	0.000000000000000	17353.384824254930000	0.000000000000000	15374.419157012190000	0.000000000000000	15135.521135187886000	0.000000000000000	14621.766385423810000	0.000000000000000	12964.077385314514000	0.000000000000000	12317.465336152336000	0.000000000000000	11803.893777515996000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-14.0	5	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	10258.720726203688000	0.000000000000000	11562.192077693644000	0.000000000000000	12456.099255284242000	0.000000000000000	12873.539239225708000	0.000000000000000	13365.041144980312000	0.000000000000000	13742.618220334724000	0.000000000000000	19859.077950493100000	0.000000000000000	21709.529608395560000	0.000000000000000	21421.350220336280000	0.000000000000000	21569.645498377580000	0.000000000000000	17303.861659956340000	0.000000000000000	13664.701810821474000	0.000000000000000	13569.760085569670000	0.000000000000000	12925.052843209990000	0.000000000000000	13542.883654430156000	0.000000000000000	12659.968755388948000	0.000000000000000	11662.054384292750000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-14.5	4	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	9231.288884143192000	0.000000000000000	10786.129461257304000	0.000000000000000	11633.396129514822000	0.000000000000000	11561.593741551358000	0.000000000000000	11728.887995991344000	0.000000000000000	14057.564689971836000	0.000000000000000	19458.447081614270000	0.000000000000000	19625.068061026410000	0.000000000000000	19320.042954230270000	0.000000000000000	19236.547203563100000	0.000000000000000	14322.354860881914000	0.000000000000000	12319.882803847086000	0.000000000000000	12604.942192473004000	0.000000000000000	11722.457191854256000	0.000000000000000	11507.368054574922000	0.000000000000000	10642.193946496656000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-15.0	3	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	9429.246085661004000	0.000000000000000	10423.969981591640000	0.000000000000000	10887.956231464058000	0.000000000000000	11094.998360485532000	0.000000000000000	11178.809703184474000	0.000000000000000	16665.686578138500000	0.000000000000000	18189.862870166910000	0.000000000000000	17843.097826680510000	0.000000000000000	18951.622232692260000	0.000000000000000	14486.068406419114000	0.000000000000000	13055.805833048688000	0.000000000000000	11464.821449410948000	0.000000000000000	11759.936706835256000	0.000000000000000	12112.698150097524000	0.000000000000000	11361.168890531736000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-15.5	2	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	9207.522571103138000	0.000000000000000	9865.773326125204000	0.000000000000000	9423.048680835072000	0.000000000000000	10226.073029301454000	0.000000000000000	11690.303491014772000	0.000000000000000	17586.734532105120000	0.000000000000000	17105.674407914210000	0.000000000000000	16664.028884371050000	0.000000000000000	16934.912890703380000	0.000000000000000	11964.689552005924000	0.000000000000000	10366.842493251432000	0.000000000000000	10435.351806482420000	0.000000000000000	10290.612605831988000	0.000000000000000	9328.087517339300000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-16.0	1	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	7653.083723554174000	0.000000000000000	7339.746094153188000	0.000000000000000	9716.564804092092000	0.000000000000000	12061.455652270082000	0.000000000000000	13598.306163224900000	0.000000000000000	15337.815163694496000	0.000000000000000	16650.207348473410000	0.000000000000000	16180.296063116382000	0.000000000000000	13728.411547093964000	0.000000000000000	9979.355905939770000	0.000000000000000	9373.207439562604000	0.000000000000000	9695.744597914904000	0.000000000000000	9447.504215165748000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
	COL	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53
	Xcm	-13.0	-12.5	-12.0	-11.5	-11.0	-10.5	-10.0	-9.5	-9.0	-8.5	-8.0	-7.5	-7.0	-6.5	-6.0	-5.5	-5.0	-4.5	-4.0	-3.5	-3.0	-2.5	-2.0	-1.5	-1.0	-0.5	0.0	0.5	1.0	1.5	2.0	2.5	3.0	3.5	4.0	4.5	5.0	5.5	6.0	6.5	7.0	7.5	8.0	8.5	9.0	9.5	10.0	10.5	11.0	11.5	12.0	12.5	13.0

Dose Counts
Ycm	ROW	
16.0	65	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.198304342719813	0.000000000000000	0.212891196625739	0.000000000000000	0.198839838904551	0.000000000000000	0.250010747920907	0.000000000000000	0.298930767450640	0.000000000000000	0.318838314633987	0.000000000000000	0.328343717170012	0.000000000000000	0.357216579894424	0.000000000000000	0.312571352226091	0.000000000000000	0.213724100710752	0.000000000000000	0.210245083630217	0.000000000000000	0.225731575798125	0.000000000000000	0.233284590390732	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
15.5	64	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.236696233505281	0.000000000000000	0.227418578391069	0.000000000000000	0.220369740435158	0.000000000000000	0.264584493126936	0.000000000000000	0.290816729349015	0.000000000000000	0.417171863384511	0.000000000000000	0.436667525767095	0.000000000000000	0.431501992424403	0.000000000000000	0.429694429253140	0.000000000000000	0.295748309387305	0.000000000000000	0.294013944605532	0.000000000000000	0.258518858914650	0.000000000000000	0.275886482932190	0.000000000000000	0.253393182344697	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
15.0	63	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.266859703700139	0.000000000000000	0.262987027162045	0.000000000000000	0.267934804177792	0.000000000000000	0.322477857622845	0.000000000000000	0.305584085102985	0.000000000000000	0.407459364047291	0.000000000000000	0.493901612412654	0.000000000000000	0.484723030953946	0.000000000000000	0.506728677593183	0.000000000000000	0.419432944610374	0.000000000000000	0.340796935418474	0.000000000000000	0.323240486838820	0.000000000000000	0.292579510449889	0.000000000000000	0.305898077786368	0.000000000000000	0.257862460483174	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
14.5	62	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.273987494321971	0.000000000000000	0.288265722156532	0.000000000000000	0.307436555738967	0.000000000000000	0.305070617704018	0.000000000000000	0.320836057873032	0.000000000000000	0.372129099160145	0.000000000000000	0.502715324539905	0.000000000000000	0.508636431025135	0.000000000000000	0.468779701142371	0.000000000000000	0.487622704992287	0.000000000000000	0.365632064790791	0.000000000000000	0.333836537775898	0.000000000000000	0.334425365923956	0.000000000000000	0.323581094827851	0.000000000000000	0.304758200374220	0.000000000000000	0.282626430431500	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
14.0	61	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.283786093571690	0.000000000000000	0.328478124880408	0.000000000000000	0.339213196511798	0.000000000000000	0.341349091995659	0.000000000000000	0.347073415240098	0.000000000000000	0.366951060032576	0.000000000000000	0.467612594204055	0.000000000000000	0.559252609290674	0.000000000000000	0.570731160111257	0.000000000000000	0.552776607063689	0.000000000000000	0.484948097413124	0.000000000000000	0.409058163899647	0.000000000000000	0.354252231245449	0.000000000000000	0.345904669959905	0.000000000000000	0.374307890580749	0.000000000000000	0.357341804539976	0.000000000000000	0.296165537822372	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
13.5	60	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.293108569060245	0.000000000000000	0.344735405419636	0.000000000000000	0.351923426151404	0.000000000000000	0.367002737361920	0.000000000000000	0.365762085754183	0.000000000000000	0.394094930773453	0.000000000000000	0.434313841022846	0.000000000000000	0.563819211338609	0.000000000000000	0.610807688163232	0.000000000000000	0.577089381419865	0.000000000000000	0.559282382914048	0.000000000000000	0.435034634904906	0.000000000000000	0.403424659732374	0.000000000000000	0.391722458423638	0.000000000000000	0.387123087987875	0.000000000000000	0.366858886314446	0.000000000000000	0.339730840516790	0.000000000000000	0.308532587636955	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
13.0	59	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.308945582076692	0.000000000000000	0.327334653538627	0.000000000000000	0.371956843878627	0.000000000000000	0.342427817554741	0.000000000000000	0.426028647100144	0.000000000000000	0.438465207467688	0.000000000000000	0.494342681857622	0.000000000000000	0.571384229091767	0.000000000000000	0.629062461458729	0.000000000000000	0.678716478706078	0.000000000000000	0.645760022600228	0.000000000000000	0.601423789720020	0.000000000000000	0.477998121403394	0.000000000000000	0.465810772655216	0.000000000000000	0.445877729505132	0.000000000000000	0.405436533403912	0.000000000000000	0.364903538096681	0.000000000000000	0.373145126047707	0.000000000000000	0.298685896699027	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
12.5	58	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.329224419950851	0.000000000000000	0.348123052062648	0.000000000000000	0.372612340755920	0.000000000000000	0.416986515968573	0.000000000000000	0.431497476463516	0.000000000000000	0.447138980540070	0.000000000000000	0.529012773821778	0.000000000000000	0.509867002932878	0.000000000000000	0.699509396983539	0.000000000000000	0.677791438139922	0.000000000000000	0.687875211563524	0.000000000000000	0.675533621105691	0.000000000000000	0.550080372237614	0.000000000000000	0.489707665437906	0.000000000000000	0.501594732626957	0.000000000000000	0.488967946062030	0.000000000000000	0.432331110695056	0.000000000000000	0.408516374114413	0.000000000000000	0.359681731296964	0.000000000000000	0.342536597361193	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
12.0	57	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.306444183856451	0.000000000000000	0.385113208846190	0.000000000000000	0.407717195546506	0.000000000000000	0.455499766328426	0.000000000000000	0.483423785181155	0.000000000000000	0.507644244681985	0.000000000000000	0.562983591726378	0.000000000000000	0.603058227322313	0.000000000000000	0.715914202265371	0.000000000000000	0.783457503436736	0.000000000000000	0.816268435986575	0.000000000000000	0.786628715265562	0.000000000000000	0.734331020055432	0.000000000000000	0.600184722882938	0.000000000000000	0.576659473010033	0.000000000000000	0.542288494689248	0.000000000000000	0.500586667541622	0.000000000000000	0.442738750806504	0.000000000000000	0.405848842405136	0.000000000000000	0.376014822414975	0.000000000000000	0.361023702827381	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
11.5	56	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.372509749671970	0.000000000000000	0.368380846354106	0.000000000000000	0.427306320367632	0.000000000000000	0.475202774544208	0.000000000000000	0.527243592519644	0.000000000000000	0.548268837444725	0.000000000000000	0.607963290398229	0.000000000000000	0.685714821828464	0.000000000000000	0.715817860219089	0.000000000000000	0.870419846154795	0.000000000000000	0.906993232224049	0.000000000000000	0.902235732797078	0.000000000000000	0.883053722421927	0.000000000000000	0.708267977294631	0.000000000000000	0.653562261127994	0.000000000000000	0.663555714987530	0.000000000000000	0.581799458407192	0.000000000000000	0.562883174696494	0.000000000000000	0.526387094516222	0.000000000000000	0.450961315670358	0.000000000000000	0.420556392624416	0.000000000000000	0.366300540981305	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
11.0	55	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.394802846027539	0.000000000000000	0.413573581369933	0.000000000000000	0.466114959089942	0.000000000000000	0.510439419441613	0.000000000000000	0.572188833889478	0.000000000000000	0.579676147625440	0.000000000000000	0.667488991535945	0.000000000000000	0.747493363410402	0.000000000000000	0.772442733956754	0.000000000000000	0.944766138183488	0.000000000000000	1.020979493169646	0.000000000000000	0.990111854004322	0.000000000000000	1.040151975672657	0.000000000000000	0.953606077847751	0.000000000000000	0.779347812222470	0.000000000000000	0.747440809999450	0.000000000000000	0.673411062171995	0.000000000000000	0.620822559463927	0.000000000000000	0.584478465604325	0.000000000000000	0.504009749971612	0.000000000000000	0.447805364372001	0.000000000000000	0.448617648192429	0.000000000000000	0.404955766232301	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
10.5	54	0.000000000000000	0.000000000000000	0.000000000000000	0.387195554599085	0.000000000000000	0.434524513134749	0.000000000000000	0.474728401510067	0.000000000000000	0.509698158644312	0.000000000000000	0.630454396642649	0.000000000000000	0.647612001838729	0.000000000000000	0.748179834681910	0.000000000000000	0.768878967309384	0.000000000000000	0.849085313555826	0.000000000000000	0.934623992181190	0.000000000000000	1.142298738498987	0.000000000000000	1.110436207255330	0.000000000000000	1.150564495286090	0.000000000000000	1.139968904667641	0.000000000000000	0.940064868927318	0.000000000000000	0.907640100537117	0.000000000000000	0.825608489206811	0.000000000000000	0.760215235800625	0.000000000000000	0.673214679566855	0.000000000000000	0.641168122206725	0.000000000000000	0.534151357097364	0.000000000000000	0.486025597907272	0.000000000000000	0.415022277661733	0.000000000000000	0.372467106790672	0.000000000000000	0.000000000000000	0.000000000000000
10.0	53	0.000000000000000	0.000000000000000	0.401346385329581	0.000000000000000	0.469419258222231	0.000000000000000	0.516155930608165	0.000000000000000	0.556112984584293	0.000000000000000	0.642929557592003	0.000000000000000	0.738858085222949	0.000000000000000	0.813863134896365	0.000000000000000	0.904392593870930	0.000000000000000	0.999258098068762	0.000000000000000	1.064781040466132	0.000000000000000	1.197713225645167	0.000000000000000	1.317495499565458	0.000000000000000	1.319470121416192	0.000000000000000	1.324328664198705	0.000000000000000	1.247094091121898	0.000000000000000	1.063373329946667	0.000000000000000	1.004194782307019	0.000000000000000	0.922071344502162	0.000000000000000	0.838446441464781	0.000000000000000	0.734525441375792	0.000000000000000	0.638605617952750	0.000000000000000	0.550194924478301	0.000000000000000	0.513720485281834	0.000000000000000	0.435559052061810	0.000000000000000	0.395394044899373	0.000000000000000	0.000000000000000
9.5	52	0.000000000000000	0.390771209982692	0.000000000000000	0.437946563460640	0.000000000000000	0.524745934480215	0.000000000000000	0.576637031395329	0.000000000000000	0.686269674324514	0.000000000000000	0.793176230786923	0.000000000000000	0.896358674201208	0.000000000000000	0.984945186278677	0.000000000000000	1.085463560406164	0.000000000000000	1.185756545840621	0.000000000000000	1.312363639387187	0.000000000000000	1.513963300169435	0.000000000000000	1.543120275215974	0.000000000000000	1.515952790311785	0.000000000000000	1.484620028567772	0.000000000000000	1.287381284533564	0.000000000000000	1.179230524947586	0.000000000000000	1.125299220646004	0.000000000000000	1.027317186271381	0.000000000000000	0.887142336188357	0.000000000000000	0.791935434694635	0.000000000000000	0.700216153382156	0.000000000000000	0.592833501318959	0.000000000000000	0.523597784647638	0.000000000000000	0.450518340489112	0.000000000000000	0.395721543403952	0.000000000000000
9.0	51	0.382059905497515	0.000000000000000	0.452087876038775	0.000000000000000	0.585255198675407	0.000000000000000	0.620512782750126	0.000000000000000	0.686686992795675	0.000000000000000	0.819371470586540	0.000000000000000	0.959543924474685	0.000000000000000	1.100148427716061	0.000000000000000	1.246821516180551	0.000000000000000	1.329243126090369	0.000000000000000	1.470158437922441	0.000000000000000	1.666982275562565	0.000000000000000	1.784859075967363	0.000000000000000	1.815842330298380	0.000000000000000	1.780184326881399	0.000000000000000	1.649252203131577	0.000000000000000	1.492699297974584	0.000000000000000	1.390434625268315	0.000000000000000	1.238167242374721	0.000000000000000	1.094857361314354	0.000000000000000	0.954988642510430	0.000000000000000	0.821900748742579	0.000000000000000	0.709338075153210	0.000000000000000	0.618712062492725	0.000000000000000	0.555831874213181	0.000000000000000	0.479945094235073	0.000000000000000	0.407639931728168
8.5	50	0.000000000000000	0.409159902726403	0.000000000000000	0.544234341171773	0.000000000000000	0.630776024154449	0.000000000000000	0.733006830164669	0.000000000000000	0.880369434489019	0.000000000000000	1.023110281208953	0.000000000000000	1.179936502269179	0.000000000000000	1.351592391904191	0.000000000000000	1.558959402487309	0.000000000000000	1.701970250846529	0.000000000000000	1.866700833203193	0.000000000000000	2.077938289586292	0.000000000000000	2.166176258568100	0.000000000000000	2.105885546499423	0.000000000000000	2.088032947367897	0.000000000000000	1.811280251523184	0.000000000000000	1.713937227557460	0.000000000000000	1.569385880641612	0.000000000000000	1.383596181374427	0.000000000000000	1.223679902416042	0.000000000000000	1.026088791850951	0.000000000000000	0.872379959683187	0.000000000000000	0.751058422442761	0.000000000000000	0.651622731319248	0.000000000000000	0.542101082620473	0.000000000000000	0.445317353086485	0.000000000000000
8.0	49	0.470517294746992	0.000000000000000	0.542540397528769	0.000000000000000	0.620369127862274	0.000000000000000	0.718949479232090	0.000000000000000	0.924758677021122	0.000000000000000	1.036325714664409	0.000000000000000	1.272642688549005	0.000000000000000	1.481611243869326	0.000000000000000	1.715162625007353	0.000000000000000	1.953616898544653	0.000000000000000	2.134416220222907	0.000000000000000	2.429283859552090	0.000000000000000	2.536294836611731	0.000000000000000	2.575732061685080	0.000000000000000	2.551853160368187	0.000000000000000	2.338349318296138	0.000000000000000	2.144700448755412	0.000000000000000	1.992025504130658	0.000000000000000	1.740037086391999	0.000000000000000	1.517164675868185	0.000000000000000	1.254887336299241	0.000000000000000	1.022686699368252	0.000000000000000	0.881876292502120	0.000000000000000	0.791434558771129	0.000000000000000	0.629271805357896	0.000000000000000	0.543765178791014	0.000000000000000	0.448419935802894
7.5	48	0.000000000000000	0.532733564109267	0.000000000000000	0.622224804688582	0.000000000000000	0.762979270077316	0.000000000000000	0.951112557310636	0.000000000000000	1.099490036755038	0.000000000000000	1.362127163974447	0.000000000000000	1.640206326104303	0.000000000000000	1.972689061561149	0.000000000000000	2.242338020098402	0.000000000000000	2.568138239275011	0.000000000000000	2.800982051050998	0.000000000000000	3.085934195736267	0.000000000000000	3.138669940581067	0.000000000000000	3.156361926861840	0.000000000000000	3.079478482044456	0.000000000000000	2.787320490662903	0.000000000000000	2.576296308618360	0.000000000000000	2.294014532761863	0.000000000000000	1.988352809511396	0.000000000000000	1.654926658867400	0.000000000000000	1.362537935492404	0.000000000000000	1.138888427264990	0.000000000000000	0.937123877854214	0.000000000000000	0.777168825252662	0.000000000000000	0.629774518362972	0.000000000000000	0.545839912593312	0.000000000000000
7.0	47	0.499496181688062	0.000000000000000	0.645857993996140	0.000000000000000	0.760471450477338	0.000000000000000	0.917389405484751	0.000000000000000	1.125214279954426	0.000000000000000	1.372709734385318	0.000000000000000	1.713357312897807	0.000000000000000	2.130570355071053	0.000000000000000	2.613245240430583	0.000000000000000	3.030211489266885	0.000000000000000	3.395420415750501	0.000000000000000	3.693233149915608	0.000000000000000	3.848306039852340	0.000000000000000	3.918472981155160	0.000000000000000	3.908812892022418	0.000000000000000	3.639765693445237	0.000000000000000	3.306279947354538	0.000000000000000	3.080783509939237	0.000000000000000	2.623669844744901	0.000000000000000	2.132424424634577	0.000000000000000	1.715852351431014	0.000000000000000	1.365278798222691	0.000000000000000	1.112803660808733	0.000000000000000	0.951595156439704	0.000000000000000	0.792902598484705	0.000000000000000	0.630939477427709	0.000000000000000	0.516808115595811
6.5	46	0.000000000000000	0.591701267244173	0.000000000000000	0.745055391354940	0.000000000000000	0.929120717843039	0.000000000000000	1.138513353109702	0.000000000000000	1.406450897351196	0.000000000000000	1.768200512053720	0.000000000000000	2.254599780804929	0.000000000000000	2.928266254078559	0.000000000000000	3.709178145437514	0.000000000000000	4.275000439446363	0.000000000000000	4.719943880651202	0.000000000000000	5.081762506059922	0.000000000000000	5.135273566822822	0.000000000000000	5.168065600087286	0.000000000000000	5.092149192380958	0.000000000000000	4.661574803355394	0.000000000000000	4.272326746838173	0.000000000000000	3.746350486993425	0.000000000000000	2.981283685041421	0.000000000000000	2.281482832147368	0.000000000000000	1.798698475652557	0.000000000000000	1.427452241661755	0.000000000000000	1.157413235330558	0.000000000000000	0.942678708481163	0.000000000000000	0.759075633235230	0.000000000000000	0.632136107105969	0.000000000000000
6.0	45	0.568984482995738	0.000000000000000	0.826441302383083	0.000000000000000	0.947463612706653	0.000000000000000	1.147473339743699	0.000000000000000	1.368458524643169	0.000000000000000	1.819211159797634	0.000000000000000	2.314835883721178	0.000000000000000	3.138313177674333	0.000000000000000	4.684802184923162	0.000000000000000	6.332628592501478	0.000000000000000	6.956852838166890	0.000000000000000	7.359856250482330	0.000000000000000	7.433964459829312	0.000000000000000	7.461044368021950	0.000000000000000	7.377364113302868	0.000000000000000	7.132094028826994	0.000000000000000	6.796521778949072	0.000000000000000	6.025372648769730	0.000000000000000	4.711515654875686	0.000000000000000	3.110531610745473	0.000000000000000	2.288794548515484	0.000000000000000	1.730183201564214	0.000000000000000	1.409067593217692	0.000000000000000	1.125343012698277	0.000000000000000	0.920560030436291	0.000000000000000	0.736776199289041	0.000000000000000	0.641416215886904
5.5	44	0.000000000000000	0.711587407254850	0.000000000000000	0.858018090195961	0.000000000000000	1.104748458507014	0.000000000000000	1.375824644193680	0.000000000000000	1.787651821392225	0.000000000000000	2.314782626616539	0.000000000000000	3.202040741406430	0.000000000000000	5.488017056624562	0.000000000000000	12.600621715934486	0.000000000000000	14.314627694160334	0.000000000000000	15.051090708374000	0.000000000000000	15.315569883087912	0.000000000000000	15.420347110843276	0.000000000000000	15.370603344077146	0.000000000000000	15.228992380887502	0.000000000000000	14.797262928963168	0.000000000000000	13.896128474190106	0.000000000000000	12.029116021296508	0.000000000000000	5.354951769209908	0.000000000000000	3.144160723182535	0.000000000000000	2.327133313798470	0.000000000000000	1.787057280011543	0.000000000000000	1.411674231706674	0.000000000000000	1.108321612041853	0.000000000000000	0.880320388326170	0.000000000000000	0.700463008198251	0.000000000000000
